id,a,o,f,ZT
1,店铺,马路边,2,2
1,停车,可以停到马路对面商场的停车场里,1,2
2,餐厅,可以点煲仔饭、炒饭等,1,5
3,周末下午,陆续有人来,2,3
3,,有位置可坐,1,3
4,网油煎灌肠,外焦里嫩,1,5
4,网油煎灌肠,现场吃很热乎,1,5
5,蒜的品种,很专业,1,5
6,招牌,没有了,0,2
6,餐厅,改成了先金达,1,2
7,最右边,是灌肠摊位,2,5
7,旁边,广式烧鹅和肠粉等,1,5
8,灌肠,20元一份,0,5
8,灌肠,可以按照口味,1,5
9,正常口味,味道香醇,1,5
9,正常口味,是小时候的味道,1,5
10,烧鹅,也很好吃,1,5
10,叉烧双拼饭,叉烧蛮好吃,1,5
10,青菜,有点软,0,5
11,灌肠,惊艳,1,5
12,环境,最早是出摊那种门脸,2,3
12,环境,现在跟另一个店拼店,2,3
13,灌肠,味道没毛病,1,5
13,灌肠,炸的度刚刚好,1,5
13,灌肠,最好是刚出锅吃,1,5
14,灌肠,薄厚和淀粉的融合度也刚好,1,5
15,炸灌肠,老手艺好吃,1,5
16,周末,从龙达湖公园溜达一圈出来,2,7
16,时间,下午4点多,2,7
16,心情,忽然想吃灌肠,1,7
17,花市大爷灌肠,离这儿不远,1,2
17,交通方式,骑个共享单车,2,2
18,店面,小门脸,2,2
18,店面,外地人或者不熟悉的人还真不太注意,0,2
19,炸灌肠,比鲜鱼口和隆福寺的好吃,1,5
20,行为,吃完饭后又买了一块干的,2,7
20,行为,回家自己炸着吃,2,7
21,行为,最后一张照片是我自己回家炸的,2,7
21,炸制方法,用猪油炸的,2,7
22,小店,慕名很久,2,2
22,小店,红桥北边路面,2,2
23,灌肠,煎的焦脆,1,5
23,灌肠,不是中间软乎,0,5
24,地址,东西胡同里,2,2
24,地址,进胡同路北了向东走20米即到,2,2
25,,点了,2,7
26,灌肠,味道火候儿都太纯正,1,5
27,灌肠,好吃,1,5
27,,赞不绝口,1,5
28,,相信推荐,1,7
28,,都是饕餮高手,1,7
29,灌肠,朋友心中最正宗,1,5
29,灌肠,小朋友是爱的,1,5
29,广东小餐厅,再配点儿,2,5
29,一顿饭,搞定,1,5
30,灌肠,趁热吃,1,5
30,蒜汁儿,味重,1,5
30,蒜汁儿,味浓,1,5
30,蒜汁儿,很不错,1,5
31,灌肠儿,北京孩子抹不掉的吃食,1,5
32,花市打爷这灌肠店,与一家港式排挡在一起,2,5
32,花市大爷的灌肠,颗粒感强,1,5
32,花市大爷的灌肠,浇上蒜汁儿,1,5
32,花市大爷的灌肠,绝绝子,1,5
33,灌肠,吸引食客,1,5
33,灌肠,独特制作工艺,1,5
33,灌肠,口感,1,5
34,蘸料,美味,1,5
35,店内环境,有老北京特色,1,3
35,店内环境,感觉回到过去,1,3
