id,a,o,f,ZT
1,排骨鸡的锅,份量挺足,1,5
2,锅加菜,好吃,1,5
3,煮的时间,比较久,0,1
3,等待时间,很久,0,1
4,山河屯铁锅炖,东北美食的瑰宝,1,5
5,铁锅炖,肉类与蔬菜交织,1,5
5,铁锅炖,调料与火候共舞,1,5
6,山河屯,最认可,1,5
7,口味,棒,1,5
7,食材,棒,1,5
7,服务,棒,1,5
8,珠市口店面积,不小,1,3
8,包间,可供家庭朋友聚会,1,3
9,服务,礼貌热情,1,4
9,食材下锅,严格参照计时器操作,1,4
10,五花肉鱼锅,点,1,5
11,干豆角,必选,1,5
11,茄子,必选,1,5
11,豆腐,必选,1,5
11,粉条,必选,1,5
12,口味,鲜美,1,5
12,鱼锅,提鲜增味,1,5
13,花卷,香甜可口,1,5
14,铁锅炖鱼,鱼肉鲜嫩,1,5
14,铁锅炖鱼,豆腐入味,1,5
14,铁锅炖鱼,味道鲜美,1,5
15,铁锅炖排骨,肉质软烂,1,5
15,铁锅炖排骨,香气扑鼻,1,5
16,小菜,深受喜爱,1,5
17,锅出溜,薄脆,1,5
17,锅出溜,软糯,1,5
17,锅出溜,香甜,1,5
17,锅出溜,玉米香,1,5
18,豆角,可劲儿招呼,2,5
18,粉条,可劲儿招呼,2,5
18,白菜,可劲儿招呼,2,5
18,豆腐,可劲儿招呼,2,5
19,适合,一大家子去吃饭,1,5
19,,热热闹闹,1,5
19,,吃得饱饱,1,5
20,铁锅炖,朝思暮想,1,5
21,包间,额外要求,1,3
21,包间,啥也没包住,0,3
22,鱼锅,选了,1,5
22,小花卷蒸饺,好看,1,5
22,小花卷蒸饺,好吃,1,5
22,小花卷蒸饺,强烈推荐,1,5
23,东北菜,偏咸,0,5
23,配菜,入味,1,5
24,热菜,只有血肠,0,5
24,没有吃到锅包肉,遗憾,0,5
25,锅出溜,脆软两吃,1,5
26,位置,下地铁走一段路就能到,1,2
26,位置,开车门口也有停车位,1,2
26,停车位,可能没位置,0,2
27,环境,卫生挺干净,1,3
27,座位,贴着坐,0,3
27,座位,人多容易坐在垫子缝上,0,3
27,座位,不舒服,0,3
28,桌子,矮,0,3
28,桌子,下面有锅不能跷二郎腿,0,3
28,坐着,不得劲,0,3
29,味道,不是香,0,5
29,鱼,有土腥味,0,5
30,血肠,好吃,1,5
30,血肠,筷子一夹就散了,1,5
30,蘸料,好吃,1,5
31,拌菜,行,1,5
31,锅包肉,一般,0,5
31,锅包肉,脆壳硬肉薄,0,5
32,服务,要扫码点餐,2,4
32,服务,上菜不快,0,4
32,服务,铁锅要炖好久,0,4
32,服务员,年纪有点大,0,4
32,服务员,忘了三回,0,4
33,锅出溜,可以来尝尝,1,5
33,铁锅炖,味道不要有太大期待,0,5
34,铁锅,刷的特别干净,1,3
34,围着锅吃饭,真香,1,3
35,铁锅炖鱼,好多配菜,1,5
35,铁锅炖鱼,很入味,1,5
35,花卷,可口,1,5
35,花卷,鲜香,1,5
36,老板,人很好,1,4
36,老板,说话特别亲切,1,4
36,老板,笑呵呵,1,4
36,感觉,真好,1,4
37,环境,位置挺多,1,3
37,环境,有散台,1,3
37,环境,有包间,1,3
38,菜品,量大,1,5
38,菜品,微咸,0,5
38,菜品,味道足,1,5
38,排骨锅,排骨不少,1,5
38,排骨锅,都是肋排,1,5
38,排骨锅,三人居然没吃了,0,5
39,菜品,炖了大概有25分钟,2,5
39,炖菜,软烂入味,1,5
40,服务,服务员年龄偏大,2,4
40,服务,服务一般般,0,4
41,招牌鹅锅,鹅肉不是很多,0,5
41,招牌鹅锅,肉质很柴,0,5
41,招牌鹅锅,有点不脱骨,0,5
41,招牌鹅锅,还塞牙,0,5
42,豆角,一如既往的好吃,1,5
42,豆角,有点偏咸了,0,5
43,特色迷你小花卷,很蓬松,1,5
44,凉菜土豆丝,爽口好吃,1,5
45,环境,很好,1,3
46,铁锅炖,非常不错,1,5
46,铁锅炖,满满一锅,1,5
46,铁锅炖,价格实惠,1,5
47,,光顾多次,1,2
47,,来品尝,2,2
48,铁锅炖,吃到这么多菜,1,5
48,铁锅炖,平菇酸菜白菜豆腐茄子豆角干,1,5
49,铁锅炖,大盘子巨量,1,5
49,铁锅炖,一座大山,1,5
50,过程,太煎熬,0,5
50,黄桃罐头,没熟,0,5
51,锅出溜,比脸还大,1,5
52,锅出溜,口味脆皮甜品,1,5
52,锅出溜,量管饱主食,1,5
52,锅出溜,根本停不下来,1,5
53,包间,要提前预定,2,3
53,不同的包间,锅的数量也不同,2,3
54,环境,浓浓地方特色,1,3
54,环境,粗中有细,1,3
54,环境,回味无穷,1,3
55,特色迷你小花卷,有,2,5
55,排骨锅,有,2,5
55,五花肉鱼锅,有,2,5
55,东北锅出溜,有,2,5
55,招牌鹅锅,有,2,5
55,笨鸡锅,有,2,5
