id,a,o,f,ZT
1,店铺,杭州小笼包,2,1
2,店铺,非常小,0,2
3,鲜肉小笼包,好吃,1,5
3,鲜肉小笼包,鲜美,1,5
4,,再吃一回,2,1
5,杭州小笼包,超级好吃,1,5
6,小笼包,现包,2,2
7,小笼包,很好吃,1,5
8,,,0,5
9,包子,10元,2,1
9,小馄饨,7元,2,1
10,人流量,络绎不绝,1,2
10,等包子,有点久,0,2
11,杭州小笼包,搭配豆浆,1,5
12,小笼包,挺合适,1,5
13,小笼包,味道不错,1,5
14,早餐自助,取消了,0,2
15,鲜肉小笼包,好吃,1,5
16,小笼包,好吃,1,5
17,皮,不厚,1,5
17,肉馅,弹有嚼劲,1,5
18,豆腐脑,还行,2,5
18,豆香味,浓,1,5
18,卤,淡,0,5
19,早餐,美哉美哉,1,5
20,小笼包,味道不错,1,5
21,小笼包,一笼十个,2,5
22,鲜肉馅儿,不是很干,1,5
22,鲜肉馅儿,咸淡适中,1,5
23,鲜肉小馄饨,味不错,1,5
24,包子,价格变化,2,1
25,馄饨,价格,2,1
25,馄饨,数量,2,1
26,早点,中规中矩,2,5
27,早点铺子,离家不远,2,2
28,桌子,没几张,0,5
28,味道,一般般,2,5
29,凉快,不错,1,3
30,小包子,肉欲满满,1,5
30,小包子,不油腻,1,5
31,小包子,美味,1,5
32,店铺,小巧玲珑,1,3
32,桌子,6个,2,3
33,味道,挺好,1,5
34,早餐,必备,1,2
34,馄饨店,不大收拾,0,2
35,午饭问题,解决,1,2
36,点餐,小笼包,2,3
37,鲜肉小笼包,味道还可以,1,5
38,包子铺,人多,1,2
39,店内,忙不过来,0,3
40,小吃铺子,难找到,1,2
41,店铺,面积不大,2,3
42,早点,不错的选择,1,5
43,蛋花汤,浓香,1,5
44,服务,很好,1,4
45,豆腐脑,难吃,0,5
45,豆浆,淡,0,5
46,环境,干净,1,3
47,鲜肉小笼包,珍珠小笼,1,5
48,卖相,喜欢,1,5
49,味道,可以,1,5
49,包子皮,宣乎,1,5
50,鲜肉蒸饺,值得一试,1,5
50,外皮,劲道,1,5
50,馅儿,香,1,5
51,卖相,差点意思,0,5
