id,a,o,f,ZT
1,杯子,好看,1,5
1,库可冰,好喝,1,5
1,库可冰,好可爱,1,5
2,粉红宝石厚乳拿铁,好看粉粉的,1,5
2,粉红宝石厚乳拿铁,女孩子喜欢,1,5
3,咖啡,香味儿好闻,1,5
3,咖啡,香,1,5
4,性价比,没得挑,1,5
4,口味儿,没得挑,1,5
5,,两个座位不容易,1,3
6,柿柿如意,下架了,0,1
6,柿柿如意,不能用,0,1
6,,可惜,0,1
7,美式,下单,2,1
7,全场,9.9,2,1
8,美式,加浓,2,5
8,美式,中浅烘焙,2,5
8,口味,可以,1,5
9,生椰拿铁,奶味重,1,5
9,生椰拿铁,喝多了有点甜,1,5
10,柚见气泡冰萃,决绝子,1,5
10,柚见气泡冰萃,夏天喝很好喝,1,5
11,潘帕斯蓝生酪茉莉拿铁,听说好喝,1,5
11,潘帕斯蓝生酪茉莉拿铁,下次尝尝,2,5
12,服务,快,1,4
13,位于天雅珠宝城后身,没有挡住蓝天,1,3
13,位于天雅珠宝城后身,没有挡住阳光,1,3
14,坐在门口桌椅上,晒太阳,1,3
14,秋日,暖洋洋,1,3
15,五常米乳的组合,绝不违和,1,5
15,五常米乳的组合,香,1,5
15,麦芬,不多做评价,2,5
16,芝士热狗,没买到,0,4
16,服务,不用将就,2,4
16,服务,点完单就直接拿走,2,4
17,小食品,希望补一补,2,1
17,除了麦芬,什么都没有,0,1
17,,无法满足偶尔想吃,0,1
18,店内,干净,1,3
18,店内,面积不大,2,3
18,店内,有两张桌子,2,3
18,店内,几把椅子,2,3
19,服务员,很忙,2,4
19,外卖,不少,2,4
20,店内,很舒服,1,3
21,位置,天雅珠宝城一层靠西,2,2
21,座位,可以堂食,2,2
22,厚乳,多,2,5
22,后期,腻,0,5
23,咖啡,可以,2,5
24,价格,亲民,1,1
24,价格,8.8元,1,1
24,价格,9.9元,1,1
25,,不怎么样,0,2
25,大门,紧锁,0,2
26,门店,闭店休息,0,2
27,潘帕斯蓝生酪茉莉拿铁,好,1,5
27,蜜意茉茉生酪拿铁,好,1,5
27,古早黑糖燕麦拿铁,好,1,5
27,长安春桃醉生酪拿铁,好,1,5
27,桂圆红枣阿胶小铁,好,1,5
28,酷迪的饮料,超级好喝,1,5
28,酷迪的饮料,非常喜欢,1,5
29,出品,快,1,4
29,出家门边走边点到店,刚好取,1,4
30,,物美价廉,1,1
30,间谍过家家联名,买的,2,1
31,咖啡,物美价廉,1,1
31,咖啡,好喝,1,1
31,团购,8.8/杯,1,1
32,环境,位于红桥市场隔壁的天雅珠宝城一层,2,2
32,位置,要稍微找一下,0,2
32,位置,走快了不太容易发现,0,2
33,周边,停车很方便,1,2
33,周边,停车很充足,1,2
33,地铁,从天坛东门站出来走路10分钟左右,2,2
