id,a,o,f,ZT
1,价格,非常亲民,1,1
1,小碗,14元,2,1
1,大碗,17元,2,1
2,,不合适,0,5
2,,炒肝,0,5
2,,豆腐脑,2,5
3,北方豆腐脑,咸,2,5
3,北方豆腐脑,有榨菜丁,2,5
3,北方豆腐脑,有虾米皮,2,5
3,北方豆腐脑,有酱油卤,2,5
4,豆腐脑,时效性强,0,5
4,豆腐脑,十点左右就没有了,0,5
5,油饼,本味,2,5
6,油饼,甜口,2,5
6,油饼,甜咸交织,1,5
6,油饼,有趣,1,5
7,,排了上午十几号,2,7
7,,干等着,2,7
8,味道,不错,1,5
8,,人流不断,1,5
8,,认可,1,5
9,炒肝,味道正,1,5
9,肠,软烂无异味,1,5
9,炒肝,咸度合适,1,5
10,豆浆,浓度比较高,1,5
10,豆浆,倒岀来还滚烫,1,5
11,小笼包,肥瘦比例合适,1,5
11,小笼包,肉丸饱满,1,5
11,小笼包,香而不腻,1,5
12,韭菜鸡蛋馅小葱包,卖相很诱人,1,5
13,小饭馆,门头不明显,0,3
13,小饭馆,环境就不过多要求了,2,3
13,早晨,人气很旺,1,3
13,小饭馆,大多是熟客,1,3
14,口味,不错,1,5
15,胡同深处,还能有这样一家店铺,1,7
15,炒肝,吃完后,2,7
15,豆汁,马上可以喝,1,7
16,炒肝,黏黏糊糊,2,5
16,炒肝,有肝有肠还有一些,2,5
17,鲜肉小笼包,很一般,0,5
17,鲜肉小笼包,普普通通,0,5
18,,想吃,2,7
18,,赶过来吃,2,7
18,,运气很是不错,1,7
19,炒肝,蛮稠,1,5
19,炒肝,料也可以,1,5
19,炒肝,蒜太多了,0,5
20,价格,便宜多了,1,1
21,,知道的人也多了,1,7
21,,来打卡的人,2,7
22,位置,胡同口,2,2
22,位置,200米,2,2
22,,很小的一个门脸,0,2
23,店,很小,0,3
23,环境,不要考虑,0,3
24,排队,影响吃早饭,0,2
24,排队,着急,0,2
24,排队,以前没这么排队,0,2
24,点评的推广,影响,0,2
25,店,细心看才看到,2,2
25,店,胡同里路边,2,2
26,小店儿,不起眼,2,3
26,人,不多,2,3
27,妹子,穿兔子睡衣,1,7
27,妹子,进来打包,2,7
27,妹子,好可爱,1,7
28,糖油饼,热热的,1,5
28,糖油饼,好吃,1,5
28,糖油饼红糖皮,酥脆,1,5
28,糖油饼油饼,松软,1,5
28,糖油饼糖,给的恰好,1,5
29,鲜肉小笼包包子皮,萱软,1,5
29,鲜肉小笼包,分量很足,1,5
29,鲜肉小笼包,味道不错,1,5
30,胡同口,还在排队,0,2
30,尹三,是不是更好吃,2,2
31,,逮着起得早的功夫亲自到店铺购买,2,7
32,肉包子,点的,2,5
32,茴香＋韭菜,点的,2,5
33,肉包子,没有什么汁水,0,5
34,包子皮,渗透,0,5
35,算花账,要多少给多少,2,1
36,之前买的,要我40多,0,1
36,这回买,30多,0,1
37,老北京的早点,物美价廉,1,1
37,老北京的早点,3:00多就开门,1,1
38,,5:30去的结果已经有很多人在吃早餐了,2,7
39,北京老大爷,非常热情,1,7
39,北京老大爷,跟每一个在里面吃早点的人聊天,1,7
40,炒肝,超级好吃,1,5
40,炒肝,超级多的肥肠,1,5
41,小笼包,手工包,1,5
41,小笼包,皮薄馅大,1,5
41,小笼包,量多实惠,1,5
42,穿着,随意,2,7
42,游客,有,2,7
43,这家店,起猛,1,1
44,炒肝儿,卖完了,0,5
44,豆腐脑,只能来,0,5
45,加上辣椒油,一发不可收拾,1,5
46,鲜肉小笼包,面微微发黄,0,5
46,鲜肉小笼包,皮有些硬,0,5
46,鲜肉小笼包,味道还可以,2,5
47,窗帘,擦,1,3
47,椅子,擦,1,3
47,椅子腿儿,擦的很干净,1,3
47,我,折服,1,3
48,小碗,20,2,1
48,大碗,25,2,1
48,分量,没差多少,0,1
49,炒肝,棒,1,5
49,辅食,好吃,1,5
49,豆腐脑,好喝,1,5
50,包子肉馅,和家里的一样,1,5
50,包子肉馅,让人放心,1,5
51,糖油饼,好吃,1,5
51,炒干,汤色干净,1,5
51,肥肠,洗的干净,1,5
52,炒肝,非常好吃,1,5
52,炒肝赵的肝,鲜脆,1,5
52,肠,处理得干净,1,5
52,炒肝,不咸,1,5
53,我,喝了两碗,1,5
53,包子,做得地道,1,5
54,开在了家门口,省的总去沙子口老店吃了,1,2
55,环境,差,0,3
55,地面,脏,0,3
55,炒肝,非常一般,0,3
55,炒肝,没有炒肝的味道,0,3
56,炒肝,香,1,5
56,北京当地特色,名不虚传,1,5
57,南瓜小米粥,浓稠,1,5
57,南瓜小米粥,带着米线,1,5
57,配上咸菜,可口,1,5
57,南瓜小米粥,饱腹,1,5
58,炒肝儿,蛮不错,1,5
58,,加点蒜,1,5
58,味道儿,满足了,1,5
59,老北京小吃,不多了,0,5
60,老北京小吃,不多了,0,7
60,,试试,2,7
