id,a,o,f,ZT
1,导航,直接到,1,2
1,停车,不好,0,2
1,停车场,收费,0,2
2,环境,不要挑剔,2,3
2,好吃,重要,1,3
3,服务,很不错,1,4
3,烤串,更胜一筹,1,4
3,烤串,好吃,1,4
3,手抓饭,要提前一天预定,2,4
4,环境,简洁,1,3
4,小店,不大,0,3
4,环境,干净,1,3
5,服务,及时,1,4
6,羊肉串,味道很正,1,5
6,出品,稳定,1,5
6,价格,不高,1,5
6,量,不少,1,5
7,炒面片,口感好,1,5
7,炒面片,味道好,1,5
7,炒面片,胃口大开,1,5
8,克里木餐厅,红桥市场北门的东大地街内,2,2
9,炒面片,被点,2,5
9,碎肉拉条子,被点,2,5
9,丁丁炒面,被点,2,5
10,克里木餐厅,有烤油包肝,1,5
10,克里木餐厅,有羊蛋皮,1,5
10,克里木餐厅,有烤羊眼,1,5
11,克里木餐厅,下次专门再来,2,5
11,克里木餐厅,尝尝他家特色烧烤,1,5
12,店铺,朋友聚会吃烧烤,1,5
13,店铺,鲜串肉,1,5
13,店铺,新鲜的肉串现烤,1,5
14,店铺,没有其他多余的腌制,1,5
14,店铺,保持肉的原始鲜美味道,1,5
15,手抓饭,强烈推荐,1,5
15,手抓饭,不是每次去会有的,0,5
16,小馆子,门脸很小,0,2
16,小馆子,不是特别好找,0,2
17,桌子数量,5-6桌,2,2
17,客人,多数都是周边老熟客,1,2
18,有些菜,提前约,0,5
18,味道,一级棒,1,5
19,地方,小,0,3
19,小馆子,接地气,1,3
20,小饭馆,人很多,0,2
20,去晚了,要等位,0,2
21,羊肉汤,放了很多洋葱丝,1,5
21,汤里放洋葱,不多见,1,5
22,烤串类的食物,准备去尝尝,2,5
22,大部分去吃饭的人,点了很多烤串,1,5
23,羊肉串,香,1,5
23,羊肉串,好吃,1,5
24,羊肉,好,1,5
24,技术,好,1,5
24,味道,小时候那个味,1,5
24,味道,香,1,5
25,素炒馕,好吃,1,5
25,馕,脆脆,1,5
25,孜然味,浓,1,5
26,丁丁炒面,好吃,1,5
26,番茄味,浓,1,5
27,碎肉拉条子,期待,1,5
27,碎肉拉条子,失望,0,5
28,面,好,1,5
28,面,劲道,1,5
28,面,粗细也刚刚好,1,5
29,味道,差点意思,0,5
29,味道,咸,0,5
29,番茄味,不浓,0,5
30,羊肝,一般,0,5
30,羊肉串,好吃,1,5
31,馕炒肉,赞,1,5
31,油,多,1,5
31,味道,香,1,5
32,大盘鸡,地道,1,5
32,烤串,还可以,1,5
32,铁签,带劲儿,1,5
33,馕,爱,1,5
33,馕,香,1,5
34,手抓饭,好,1,5
34,手抓饭,预定,2,5
34,,没吃上,0,5
35,烧烤店,好吃,1,5
35,烧烤店,没的说,1,5
35,烧烤店,朋友推荐,1,5
36,清真店铺,牛羊肉新鲜,1,5
37,店主性格,豪爽,1,4
37,店主,地道新疆人,1,4
38,环境,抽烟,0,3
38,环境,大声说话,0,3
38,环境,应有尽有,0,3
39,炒面片,好香好香,1,5
39,炒面片,汤汁儿太多,0,5
39,炒面片,有点咸,0,5
39,炒面片,面片挺筋道,1,5
39,配菜,有洋葱、白菜、芹菜、蒜苔,2,5
40,羊肉串,品种挺多,1,5
40,羊肉串,最推荐,1,5
40,羊肉串,趁热撸串,1,5
41,位置,胡同里,2,2
41,服务,饭点的时候烤串和主食都得等,0,2
42,隔壁桌,点了大盘鸡闻着也很香,1,5
42,机会,再去尝尝,2,5
43,经营,认真,1,7
43,感动,因为努力生活,1,7
44,菜品,除了烤肉以外还有炒面片和抓饭,2,5
44,抓饭,看运气,0,5
45,小姑娘,和田的维吾尔族姑娘,2,7
45,小姑娘,不说真没看出来,2,7
46,小馆子,略有失望,0,3
46,门脸儿,太简陋,0,3
47,,依靠口碑大家真实点评出来,2,7
48,种类,非常多,1,5
48,味道,非常好吃,1,5
48,味道,咸,0,5
48,味道,非常好,1,5
49,老太太烤的,非常好,1,5
49,没遇上,已经非常不错,1,5
50,烤羊肝,又大又香,1,5
50,烤羊肝,比腰子都好吃,1,5
51,羊眼,是心中爱,1,5
51,北京很多地方,没有,0,5
51,,吃到了,1,5
52,胸口油,非常好,1,5
52,胸口油,不是滑溜溜软的,0,5
52,胸口油,硬的脆的,1,5
52,胸口油,非常好吃,1,5
53,主食,现做,1,5
53,主食,非常好吃,1,5
53,味道,恰到好处,1,5
53,配羊肉串,一绝,1,5
54,,一般,2,5
54,新疆菜小馆子,有日常的拉条子、面片等主食,2,5
54,新疆菜小馆子,有烤串和小菜,2,5
55,羊肉串店,不大,0,2
55,羊肉串店,六张桌子,2,2
56,服务,不要要求,0,4
56,老板,忙活不过来,0,4
57,羊肝,味道不错,1,5
57,羊眼,味道不错,1,5
57,牛胸口,味道不错,1,5
58,小店,很安静,1,2
58,经营,小两口,2,2
58,清真店,是,2,2
59,烤串,味道不错,1,5
59,鸡关节,最爱,1,5
59,羊板筋,味道真的不错,1,5
60,素炒馕,特别脆,1,5
60,素炒馕,用料足,1,5
60,素炒馕,好吃,1,5
61,老板,热情好客,1,5
61,食材,新鲜,1,5
61,口味,超好,1,5
61,新疆烤串,好吃,1,5
61,肉筋,主推,1,5
61,羊板筋,主推,1,5
