id,a,o,f,ZT
1,冰橙汽水美式,挺好喝的,1,5
1,环境,挺舒服,1,5
1,空调,太冷,0,5
2,灯堂咖啡,非常好,1,4
2,店面,窗明几净,1,4
2,氛围,挺好,1,4
2,咖啡师,温温柔柔,1,4
2,咖啡师,彬彬有礼,1,4
2,咖啡出品,不错,1,4
2,甜点,中规中矩,2,4
2,品质,好,1,4
3,咖啡店,店面不大,2,2
3,咖啡店,桌子之间间隔很近,0,2
3,咖啡店,略吵,0,2
3,咖啡店,适合看剧前后喝一杯,1,2
4,咖啡店,平时人不多,2,3
4,小店,坐着惬意,1,3
5,手冲,各有风味,1,5
5,桂花拿铁,各有风味,1,5
5,手冲,可以再尝尝,2,5
5,桂花拿铁,可以再尝尝,2,5
6,咖啡店,温馨,1,3
6,咖啡店,舒服,1,3
6,咖啡店,小小社区,2,3
7,咖啡店,很不错,1,5
7,咖啡店,附近比较好,1,5
8,位置,好,1,2
8,咖啡店,小小的,2,2
8,咖啡店,温馨,1,2
8,咖啡店,只有五六张桌子,2,2
9,咖啡,不错,1,4
9,人,nice,1,4
9,咖啡师手法,娴熟,1,4
9,咖啡师拉花,慵懒随性,1,4
10,灯堂咖啡,橙味咖啡和菠萝气泡水,2,1
11,菠萝气泡水,干的泡在冰水里,0,5
11,菠萝气泡水,只能是装饰作用,0,5
11,菠萝气泡水,味道很难出来,0,5
12,橙味咖啡,上面一层咖啡沫子,2,5
12,橙味咖啡,卖相一般,0,5
13,服务,没啥服务,0,4
13,服务,不咸不淡,0,4
13,服务,中规中矩,2,4
14,咖啡店,原木色系装修风格,1,3
14,咖啡店,倍感亲切温暖,1,3
15,天桥艺术中心后门,如果赶上舞台搭建装卸车,2,2
15,,会有一些噪音,0,2
16,店里,座位不算太多,0,3
16,店里,很多人都是拿着电脑来工作,2,3
17,每张桌子下方,有电源,1,3
17,周末午后,选择了户外露营椅,2,3
18,美式,28RMB,2,1
18,美式,需要一杯,2,1
19,美式,微微苦涩的口感,1,5
19,美式,丰富的油脂,1,5
19,杯子,好看,1,5
20,店内空间,很小,0,3
20,吧台,占了房间大半的空间,0,3
21,房间,只能放下小小的三四张双人桌,0,3
22,坐下,能,2,3
22,各桌说各话,互不打扰,1,3
23,空间,太小,0,3
23,,不便高声说话,0,3
23,客人,压低声音小声地沟通,1,3
24,店里没什么客人,最惬意,1,3
24,点一杯咖啡,挺好的,1,3
24,坐在一个角落里,挺好的,1,3
24,发会儿呆,挺好的,1,3
25,社区咖啡,比较安静舒服,1,3
26,西城区,有不少类似的咖啡厅,2,2
26,咖啡厅,在社区里面,2,2
27,天气好,可以外面摆个座儿,1,3
27,喝着咖啡,特别舒服,1,3
27,看着街景,特别舒服,1,3
28,体验,很好,1,3
29,美式,没得说,1,4
29,老板,温柔细心,1,4
29,服务,暖人,1,4
29,环境,清新淡雅,1,4
29,下雨天,坐在外面放空,1,4
29,生意,兴隆,1,4
29,口味,很好,1,4
29,出品,很快,1,4
29,服务,赞赞赞,1,4
30,咖啡店,有户外座椅,1,5
30,店铺,有外推窗,1,5
30,这个季节,适合坐门口晒太阳喝咖啡,1,5
30,咖啡和甜品,美丽又可口,1,5
30,手冲,适合各种口味,1,5
30,杏子冰美式,挺好喝,1,5
30,热可可,没有星爸爸好喝,0,5
30,咖啡,看会书,1,5
31,口味,超出预期的好喝,1,5
31,特调梅子露美式,惊艳,1,5
31,特调梅子露美式,nice,1,5
32,出品,品相非常好,1,5
32,出品,图案完整,1,5
32,出品,装饰漂亮,1,5
33,环境,温馨小家,1,3
33,环境,可以放松心情,1,3
33,音乐,轻松温暖,1,3
34,服务,周到,1,4
34,老板,热情,1,4
34,员工,热情,1,4
35,位置,离天桥剧院很近,2,2
35,咖啡,提提神,2,2
36,环境,还不错,1,3
36,学生,复习功课,2,3
37,特调咖啡,评价第一,1,5
37,特调咖啡,好大一杯,1,5
37,特调咖啡,量大管饱,1,5
37,特调咖啡,味道有待加强,0,5
38,咖啡厅,比较有特色,1,3
38,老板,音乐剧爱好者,1,3
38,法国音乐剧,循环播放,1,3
38,法国音乐剧,预热,1,3
39,店铺装修,简约舒适风,1,3
39,家具,浅木色,1,3
39,感觉,温馨,1,3
40,咖啡,非常赞,1,5
40,小哥手艺,超赞,1,5
41,位置,绝佳,1,2
42,装修风格,不错,1,3
42,风格,清爽,1,3
42,吧台,出片,1,3
43,价格,贵,0,1
43,冰美式,28,0,1
44,咖啡店,无意中发现,2,2
44,心态,试试,2,2
45,气泡美式,丝滑的口感,1,5
45,气泡美式,香浓的味道,1,5
45,拿铁,丝滑的口感,1,5
45,拿铁,香浓的味道,1,5
46,老板,nice,1,4
46,打包,又,1,4
47,天桥艺术中心,做活动,2,2
47,搜寻咖啡厅,没有,0,2
47,发现咖啡厅,竟然,1,2
48,店面,不大,0,3
48,周五的下午,很多人,1,3
49,拿铁,咖啡味道不错,1,5
50,口味,酸甜可口,1,5
50,口味,非常清爽,1,5
50,青梅露,老板自己熬制,2,5
51,咖啡馆,不大的,2,2
52,店面,6-7张桌椅,2,3
52,店面,安静,1,3
52,大家,各自做各自的事情,2,3
53,店里音乐,有唐璜主题曲《Changer》,2,3
53,,舒服自然,1,3
54,梅子露冰美式,超喜欢,1,5
54,梅子露冰美式,惊艳,1,5
54,酸甜口感,毫无抵抗力,1,5
55,金枪鱼帕尼尼,不咸,1,5
55,金枪鱼帕尼尼,饱腹感很强,1,5
55,,下次来看剧还要来这里,1,5
56,桂花拿铁,中规中矩,2,5
56,燕麦拿铁,中规中矩,2,5
56,提拉米苏,中规中矩,2,5
56,味道,无功无过,2,5
57,店铺面积,太小,0,3
57,隐私感,无,0,3
57,聊天,不方便,0,3
58,客人,不多,1,4
58,,能选座位,1,4
59,桌子之间,距离比较近,0,3
59,,聊天不自在,0,3
60,咖啡,好喝,1,5
60,冰美式,味道对,1,5
61,店里,打扫得很干净,1,3
61,,有独立的卫生间,1,3
61,,有洗手台,1,3
62,老板,品味,1,3
62,书架上的小书,都不错,1,3
63,,可以静静看书,1,3
63,座位摆放,太近,0,3
63,,少了自在,0,3
64,态度,特别好,1,4
64,服务,送咖啡到座位,1,4
65,柚子热美式,很好喝,1,5
65,柚子香气,浓,1,5
65,,看到柚子皮和果肉,1,5
66,距离,很近,1,2
