id,a,o,f,ZT
1,美食品種,集中,1,5
2,服務,最佳場所,1,4
3,推薦,呷哺呷哺,1,5
3,推薦,關中油波面,1,5
3,推薦,吉野家,1,5
4,地点,红桥市场地下一层,2,2
4,饭馆,不算多,0,2
5,遊客或附近居民,陸陸續續來吃,2,2
6,韓式料理,感覺不錯,1,5
7,服務,熱情,1,4
7,收銀兼服務,1個人,0,4
8,味道,非常一般,0,5
8,再來吃第二次,不會,0,5
9,地址,天坛对面的红桥市场,2,2
9,人,挺多,1,2
10,出餐速度,可以,1,4
11,外卖,挺多,1,6
11,附近珠宝的商户,来打包,1,6
12,厨房操作,能看见,1,3
12,卫生,不错,1,3
13,,特别近,1,2
13,午餐,基本上都是在这里吃的,2,2
14,味道,特别好吃,1,5
14,下次,还会再来光顾的,1,5
15,里面,选择挺多的,1,5
15,这个,看起来还不错,1,5
16,一家人凑起来的,上瘾上头,1,5
17,馆子,离家不远,1,2
17,周围,都是饭馆,1,2
17,店,有特色,1,2
18,冷面,中规中矩,2,5
18,冷面,味道较淡,0,5
19,位置,负一楼的美食街,2,5
19,餐桌,公用,2,5
19,味道,说得过去,1,5
20,冷面,还可以,1,5
20,辣白菜猪肉,没什么特别,0,5
21,冷面拌饭双人餐,都好吃,1,5
21,餐具,精致,1,5
22,冷面,酸酸甜甜冰冰凉,1,5
22,冷面,口感好,1,5
22,拌饭,味道足,1,5
23,拌饭,附赠了汤,1,5
23,这一顿,满足,1,5
