id,a,o,f,ZT
1,肉松,必买,1,5
1,原味,必买,1,5
2,爸爸糖,没有原来那么好了,0,5
2,吐司,直接被惊艳了,1,5
2,吐司,现在觉得emmm就一般,0,5
3,面包,放在展柜,2,3
3,买包装食品,有一种买包装食品的感觉,0,3
4,服务态度,也一般,0,4
4,服务,啥也不介绍,0,4
4,服务,啥也看不见,0,4
4,服务,完全看不到面包是啥样,0,4
4,服务,只能盲买emmm,0,4
4,服务,低于预期,0,4
5,吐司面包,不同于其他店的吐司面包,1,5
5,营养成分,丰富,1,5
5,口味,独特,1,5
5,吐司面包,入口即化,1,5
5,吐司面包,好吃极了,1,5
6,环境,舒适,1,5
6,性价比,喜欢团购,1,5
6,性价比,划算,1,5
6,原料,食材,1,5
6,口味,巧克力,1,5
6,口味,肉松面包,1,5
6,口味,超级喜欢,1,5
6,品牌,推荐,1,5
6,品牌,无法换,1,5
7,爸爸糖,买吐司,2,4
7,爸爸糖,贴心,1,4
7,爸爸糖,给了两个袋子,1,4
7,爸爸糖,做分装,2,4
8,爸爸糖吐司,心里高位,1,5
8,性价比,更高,1,5
8,吐司,味道极好,1,5
8,吐司,口感扎实,1,5
8,吐司,当零食,1,5
8,吐司,早点,1,5
8,爸爸糖,还会光顾,1,5
9,土司,实在沉甸甸,1,5
9,土司,推荐奶酥口味,1,5
10,门口,没有地方停车,0,2
10,周围,有拍违章停车的摄像头,0,2
11,需要去现场购买,看清楚,2,2
12,吐司面包,好吃,1,5
12,崇文门这家店,料给的特别足,1,5
13,服务,好,1,4
13,声音,热情,1,4
13,服务,礼貌,1,4
14,价格,差不多,2,5
14,口味,比那个好吃多了,1,5
15,「布里奥黄油吐司」,非常甜美,1,5
15,吐司,甜香,1,5
15,黄油油脂,奶香油润感,1,5
16,「金蕉吐司」,也不错,1,5
16,「金蕉吐司」,比较清淡,0,5
16,香蕉泥,再多点更好,1,5
17,爸爸糖手工吐司店,临街,2,2
17,爸爸糖手工吐司店,在北京的序列里并不多见,2,2
17,爸爸糖手工吐司店,一般都开在商业综合体里边,2,2
18,这家店,距离磁器口地铁站比较近,1,2
18,红豆口味,偏甜了一些,0,2
19,服务,送了一个袋子,1,4
19,服务,挺好的,1,4
20,产品,不全,0,5
20,产品,只有标签但是没货,0,5
21,爸爸糖,好吃,1,5
21,爸爸糖,花纹就香,1,5
21,距离,有点稍微远,0,5
21,去一趟,值得,1,5
22,黑巧克力味,有一点点点苦味,1,5
22,黑巧克力味,挺好,1,5
22,黑巧克力味,一吃就停不下来,1,5
23,结账核销,顺利,1,4
24,黄油吐司,吃一片还行,1,5
24,黄油吐司,多吃一些就腻的不太行了,0,5
25,环境,就在磁器口路西侧招商银行附近,2,2
26,店面,不大,0,2
26,团购的物品,不太全,0,2
26,一口酥,没有,0,2
27,爸爸糖,不仅仅面包,2,5
27,种类,扩宽,1,5
28,网上的活动,不多,0,1
28,优惠力度,不大,0,1
29,招牌原味吐司,团购29.90元,2,1
29,招牌原味吐司,原价34元,2,1
30,巧克力吐司,团购19元,2,1
30,巧克力吐司,原价24元,2,1
31,售卖的其他商品,不是每家店都有,0,2
32,环境,位置不是很好,0,3
32,环境,客流量不大,0,3
32,环境,10点关门,2,3
32,环境,氛围感觉已经准备闭店了,0,3
33,性价比,25块钱5片,2,1
33,性价比,吃起来很瓷实,1,1
34,环境,缩小了一些,0,3
34,环境,没有原来品类丰富,0,3
35,口味,新上的几个品类口感不错,1,5
