id,a,o,f,ZT
1,店面,开了,1,2
2,菜品种类,丰富,1,5
2,每道菜,没踩雷,1,5
3,改良版豆汁,没那么酸爽,1,5
4,环境,提升改善,1,3
4,环境,木质方桌凳,2,3
4,环境,快餐定位,2,3
5,炸灌肠,忠于,1,5
5,丰年灌肠,原来隆福寺,2,5
6,郭记,老味道,1,5
6,炸灌肠,12元一份,2,5
6,灌肠切块,外酥内嫩,1,5
6,蒜汁,入味,1,5
6,蒜汁,咸辣,0,5
6,炸灌肠,好吃,1,5
7,服务,忙不过来,0,4
7,服务,点餐混乱,0,4
8,天桥郭记灌肠,曾经天桥地摊儿,2,7
8,天桥郭记灌肠,如今街边小店,2,7
9,炸灌肠,滚刀切片法,2,5
9,炸灌肠,外焦里糯,1,5
9,炸灌肠,骨着泡,2,5
9,炸灌肠,蒜汁,1,5
9,炸灌肠,真香,1,5
10,荞麦面扒糕,好吃,1,5
10,荞麦面扒糕,80后回忆,1,5
11,打卤面,味道很不错,1,5
11,卤子,鲜香爽滑,1,5
11,打卤面,趁热吃香迷糊,1,5
12,老北京炸酱面,一般,0,5
12,酱,偏甜,0,5
12,面,糟,0,5
13,炝拌萝卜皮,水平一阵一阵,0,5
13,炝拌萝卜皮,有时脆嫩,1,5
13,炝拌萝卜皮,有时蔫辣,0,5
14,总体感觉,还可以,1,7
14,小摊儿改良成小饭馆,不用排队,1,7
14,,少了点烟火气,0,7
14,,多了些家常风味,1,7
15,天坛公园附近,导航过来即可,2,2
16,炸灌肠,外焦里嫩,1,5
16,炸灌肠,蒜香辣味浓郁,1,5
16,炸灌肠,特色小食,1,5
17,卤煮火烧,35蚊一大碗,1,5
17,卤煮火烧,材料好足,1,5
17,卤煮火烧,猪肠入味,1,5
17,卤煮火烧,肺入味,1,5
17,卤煮火烧,猪肚入味,1,5
17,卤煮火烧,豆腐卜入味,1,5
18,卤煮火烧,偏咸,0,5
18,卤煮火烧,可以接受,1,5
19,老北京小馆,没有舒适的卡座,0,3
19,老北京小馆,普通的桌椅,0,3
19,大姐,说话六亲不认的态度,1,3
20,大姐,记性超级好,1,4
20,大姐,哪桌先点的,1,4
20,大姐,哪桌点了什么,1,4
21,,介绍,2,2
22,郭记炸灌肠,天坛西门外北纬路上,2,2
23,他们家,最早摊位,2,2
23,天桥德云社,老店门口,2,2
24,郭记炸灌肠,大名,1,2
25,他们家,推着车支摊,2,2
25,德云社门口,出售灌肠,2,2
26,,晚上六七点钟甚至于更晚才出摊,2,2
27,家,离这太远,0,2
28,他们家,有了固定的店面,1,2
28,他们家,白天也开门,1,2
29,灌肠,老北京小吃,1,2
29,灌肠,追溯到满清在关外吃炸鹿尾儿的习俗,2,2
30,炸灌肠,北京为数不多的有名的非清真小吃,1,5
30,炸灌肠,不能用素油,0,5
30,炸灌肠,要用荤油,1,5
30,炸灌肠,最好是猪网油,1,5
31,郭记灌肠店,去了几次,2,5
31,炸灌肠,吃,2,5
31,杏仁豆腐,吃,2,5
31,荞麦扒糕,吃,2,5
31,炸咯吱,吃,2,5
32,炸灌肠,味道说的过去,1,5
32,炸灌肠,味道不错,1,5
33,北京炸灌肠,最好吃,1,5
33,郭记炸灌肠,最好吃,1,5
33,花市大爷炸灌肠,最好吃,1,5
34,炸灌肠,被蒜水泡软耙耙,0,5
34,炸灌肠,差评,0,5
