id,a,o,f,ZT
1,酸菜鱼,喜欢,1,5
2,米饭,自助,2,1
2,五常大米,好吃,1,1
2,米饭,筋道,1,1
3,食客,多,1,2
3,满座,基本上,1,2
4,口味,4种选择,1,5
4,番茄味,可以吃,2,5
4,老坛酸菜味,受欢迎,1,5
5,加3块9,换饮料,2,1
5,加三块钱,换购黑鱼,2,1
5,每道菜,送两个配菜,1,1
5,配菜,免费,1,1
6,饭量小的人,两个人吃一份,2,1
6,米饭,无限续,1,1
6,划算,比较,1,1
6,一家人来吃,多,1,1
7,根据口味,要求免辣,2,5
7,根据口味,要求少辣,2,5
7,根据口味,要求多辣,2,5
8,坐地铁,方便,1,2
9,崇文门魔方地下一层新来的店,新来,1,5
9,鱼快餐,各种口味,1,5
10,水煮鱼单人餐,点,2,5
10,米饭,自取,2,5
10,鱼片,不是太推荐,0,5
10,鱼片,不是很入味,0,5
11,量,挺大,1,3
11,一个人吃饱,没有问题,1,3
11,就餐环境,干净整洁,1,3
12,小哥,开始收拾卫生,2,2
13,环境,优美,1,3
13,环境,温馨舒适,1,3
14,服务态度,热情周到,1,4
14,服务,让人感觉宾至如归,1,4
15,餐厅,开放式,2,3
15,用餐,品尝美食,1,3
15,用餐,享受愉悦的用餐氛围,1,3
16,餐厅,值得推荐,1,2
17,环境,干净,1,3
18,点餐,稍等片刻就可以,2,4
19,电饭煲,两排,1,5
19,随时续米饭,可以,1,5
20,番茄味两人餐,包含三四个素菜,1,5
20,点餐,自选,1,5
21,老坛酸菜鱼,一个人吃双人餐感觉刚好,1,5
22,米饭,自助随便吃,1,5
22,鱼,吃,2,5
22,自选的四种配菜,吃,2,5
23,服务,特别好,1,4
23,服务,提示套餐有什么,1,4
23,服务,自家品牌的标准和内容,1,4
23,服务,点餐服务最好,1,4
24,魔方地下一层,临时解决午饭,2,2
24,主打,方便,1,2
24,主打,快,1,2
25,菜品,半成品,0,5
25,菜品,加热一下就上桌,2,5
25,味道,一般,0,5
26,团购套餐价格,31元/份,2,1
27,米饭,自助取餐不限量,1,5
28,31元,很好的选择,1,1
29,加配菜,可以,1,5
29,配菜种类,金针菇豆腐豆皮娃娃菜,1,5
30,鱼火锅店,新鲜鱼类为特色,1,3
30,鱼火锅店,环境雅致,1,3
30,鱼火锅店,服务热情,1,3
31,鱼片,薄如蝉翼,1,5
31,鱼片,入口即化,1,5
31,麻辣汤底,鲜香四溢,1,5
31,鱼片搭配麻辣汤底,让人欲罢不能,1,5
32,自助调料区,选择多样,1,5
32,自助调料区,满足不同口味需求,1,5
33,鱼肉,鲜美,1,5
33,火锅,热辣,1,5
33,鱼肉与火锅,完美融合,1,5
33,鱼火锅,冬日暖身,1,5
33,鱼火锅,夏日解暑,1,5
34,鱼你在一起,挺好,1,5
35,服务,员工服务挺好,1,4
35,服务,态度不错,1,4
35,服务,都挺好,1,4
35,服务,满意,1,4
36,味道,不错,1,5
36,简餐,首选,1,5
37,位置,好找,1,2
38,服务员,推荐,1,4
38,网上团购,棒,1,4
39,经典水煮肉片,味道挺好,1,5
39,经典水煮肉片,肉质很嫩,1,5
39,经典水煮肉片,味道很香,1,5
40,热炝酸菜鱼,做法不错,1,5
40,热炝酸菜鱼,少点酸味,1,5
40,热炝酸菜鱼,多点香味,1,5
40,热炝酸菜鱼,鱼肉好吃,1,5
41,商场,很多,1,2
42,位置,崇文门商圈,2,2
42,位置,地铁通道可以直通,2,2
42,位置,魔方购物中心负一层,2,2
42,环境,过了饭口店里没人,2,2
43,菜品,沙巴鱼没有刺,1,5
43,菜品,黑鱼有小刺,0,5
43,菜品,选沙巴鱼,1,5
44,菜品,汤底浓郁,1,5
44,菜品,大片番茄,1,5
44,菜品,番茄汤底好喝,1,5
44,菜品,有豆腐,1,5
44,菜品,选金针菇,1,5
44,菜品,选生菜,1,5
44,菜品,拌饭下饭,1,5
45,菜品,酸菜够多,1,5
45,菜品,选豆皮,1,5
45,菜品,选宽粉,1,5
45,菜品,味道也不错,1,5
46,菜品,自助,2,5
46,菜品,黑龙江五常大米,1,5
46,菜品,挺好吃,1,5
46,菜品,吃得饱饱的,1,5
47,鱼你在一起,不要错过,1,1
48,咔滋鱼排,比预期好吃,1,5
