id,a,o,f,ZT
1,王胖子,想冲进去,1,2
2,店内,不大,2,3
2,中午,人很多,2,3
3,驴火,热乎乎很酥脆,1,5
3,驴肉,中规中矩,2,5
4,紫菜鸡蛋汤,必须配,1,5
5,炝拌莴笋丝,味道十足,1,5
5,炝拌莴笋丝,很好吃,1,5
5,炝拌莴笋丝,入味,1,5
5,炝拌莴笋丝,爽口,1,5
6,精瘦驴肉火烧,分量挺足,1,5
6,外皮,酥脆,1,5
6,外皮,有嚼头,1,5
6,肉质,鲜美,1,5
7,糖醋里脊,分量有点少,0,5
7,料汁,很到位,1,5
7,糖醋里脊,甜甜的,1,5
8,驴肉火烧,心中的第一名,1,5
9,驴肉,卤的很好,1,5
10,小米粥,浓浓的很好喝,1,5
11,店面,不大,2,2
12,驴肉,齁咸,0,5
13,驴杂汤,巨咸,0,5
13,驴肉卤,盐放太多,0,5
14,快餐,上菜速度快,1,1
14,咸菜,赠送,1,1
15,炝拌莴笋丝,爽口,1,5
15,蒜香驴肉,咸,0,5
15,蒜香驴肉,味道,1,5
16,王胖子驴肉火烧天桥店,导航走很近,1,2
17,天坛附近,没多少可吃,0,2
18,进店,人不多,1,3
18,上菜,快,1,3
19,菜品,味道很好,1,5
20,地方,没有挺好,1,2
21,精瘦驴肉火烧,味道一般,0,5
22,酸辣蕨根粉,味道一般,0,5
23,环境,太热,0,3
23,空调,不开,0,3
23,门,不开启,0,3
23,凉快,没有,0,3
24,环境,很一般,0,3
24,装修,简单,0,3
25,木桌木凳,一般,0,3
25,饮水机,有,1,3
26,上菜,很快,1,4
26,服务,有求必应,1,4
27,干炸黄鱼,酥脆,1,5
27,干炸黄鱼,肉多刺软,1,5
27,黄鱼,新鲜,1,5
28,煎鸡蛋,略咸,0,5
28,干炸驴肉,味道不错,1,5
28,干炸驴肉,酥脆鲜香,1,5
29,驴肉火烧,味道不错,1,5
30,驴肉,还不错,1,5
31,老样子,一样,2,2
31,门口,好停车,1,2
31,上菜,快,1,2
32,价格,便宜,1,1
33,吃的,不难吃,2,5
34,驴肉火烧,脆脆地香喷喷地,1,5
35,河北美食,遍地开花,1,5
36,驴肉火烧,更喜欢,1,5
37,普通版驴肉火烧,有肉有焖子有青椒,1,5
38,火烧,脆裂出人间烟火味,1,5
39,回忆,一幕幕,2,2
40,环境,干净卫生,1,3
40,客人,不多,1,3
41,火烧皮,酥脆掉渣,1,5
41,驴肉,色香味俱全,1,5
42,紫菜蛋花汤,蛋花飘香,1,5
42,紫菜蛋花汤,汤鲜味美,1,5
43,驴板肠,尝尝,1,5
43,路过,不要错过,1,5
44,驴肉火烧,选了,1,5
45,驴火,滋味饱满,1,5
46,环境,卫生,1,3
46,洗手池,贴心,1,3
47,服务,区别对待,0,4
47,收桌子,勤快麻利,1,4
48,精瘦驴肉火烧,18块钱,2,5
48,酥饼,多层酥脆,1,5
49,态度,不好,0,4
50,服务,不积极,0,4
51,驴肉锅,原来那样,2,5
52,位置,天桥剧场、德云社中间的小路,2,2
53,驴肉火烧,念叨吃,2,5
54,驴火,现烤,1,5
55,口感,错失焦脆,0,5
56,驴肉火烧,没有人不知道,2,5
57,驴火,18元一个,2,1
57,驴火,饭量小的一个就饱,1,1
58,评价,盘干碗净,1,2
59,驴肉火烧,主打,1,5
59,人,不少,2,5
59,喝酒的人,不少,2,5
59,环境,嘈杂,0,5
60,火烧,现烙,1,5
60,驴肉火烧,普通,2,5
60,驴肉火烧,掺着焖子,2,5
60,火烧,酥脆热,1,5
60,驴肉,凉,1,5
60,口感,不错,1,5
61,价格,不便宜,0,5
61,驴肉火烧,差别,2,5
61,火烧,形状,2,5
62,美食,品尝,2,5
63,驴板肠、驴腱子、家常豆腐,品尝,2,5
64,驴肉汤,很好吃,1,5
64,板肠火烧,很好吃,1,5
64,精品火烧,很好吃,1,5
65,驴火,还行,1,5
66,店,人气旺盛,1,3
67,王胖子连锁店,选择了,2,2
68,服务,很好,1,4
69,驴火,好香,1,5
70,餐厅,没入我的法眼,0,2
71,驴肉火烧,颠覆了我的观点,1,5
72,生意,好,1,1
72,爆满,中午,1,1
73,炒菜,味道偏家常,1,5
73,炒菜,入味,1,5
74,驴肉火烧,必点,1,5
74,外皮,酥脆,1,5
74,驴肉,肥而不腻,1,5
74,回味,醇厚,1,5
75,辣椒油,味道和口感,1,5
75,咸菜,味道和口感,1,5
76,整体分值,偏低,0,4
76,饭菜味道,不是问题,2,4
76,服务,扣分,0,4
77,点菜,漏点,0,4
77,邻桌客人,等了很久,0,4
78,女服务员,忙前跑后,0,4
78,效率,奇了怪了,0,4
79,咸,好吃,1,5
79,咸,收取一元钱,0,5
79,顾客,小别扭,0,5
80,精瘦驴肉火烧,好吃,1,5
81,性价比,不高,0,1
81,租金,贵,0,1
81,小咸菜,要收费,0,1
82,老北京烧饼夹肘子,歇业,0,2
83,王胖子驴肉火烧,干净整洁,1,3
84,驴肉,按两卖,2,5
84,价格,14元/两,2,5
85,精瘦驴肉火烧,肉多,1,5
85,精瘦驴肉火烧,青辣椒提味,1,5
85,火烧,酥香脆,1,5
86,精瘦驴肉火烧,一次能吃五个,1,5
87,干炸丸子,外酥里嫩,1,5
87,干炸丸子,不油腻,1,5
87,干炸丸子,适合下酒,1,5
88,王胖子驴肉火烧,不错,1,5
89,店铺,离天桥剧场近,1,2
