id,a,o,f,ZT
1,川湘小馆,味蕾宝藏,1,5
2,气息,鲜香麻辣,1,3
2,气息,勾起馋虫,1,3
3,家常菜,热烈奔放,1,5
3,家常菜,醇厚细腻,1,5
3,家常菜,完美融合,1,5
4,麻婆豆腐,辣而不燥,1,5
4,麻婆豆腐,豆腐嫩滑入味,1,5
4,麻婆豆腐,极致挑逗,1,5
5,干锅花菜,香辣脆爽,1,5
5,干锅花菜,超级下饭,1,5
6,手撕包菜,异常出彩,1,5
6,手撕包菜,酸辣适宜,1,5
6,手撕包菜,回味无穷,1,5
7,服务,热情周到,1,4
7,上菜速度,快,1,4
8,环境,简约,2,3
8,环境,干净舒适,1,3
8,环境,优选之地,1,3
9,每一道菜,家的味道,1,5
9,每一道菜,创新,1,5
9,每一道菜,长久难忘,1,5
10,环境,一般般,0,3
10,环境,干净,1,3
11,味道,惊喜,1,5
11,菜量,惊喜,1,5
11,水煮肉片,肉不算少,1,5
11,水煮肉片,份量大,1,5
11,水煮肉片,撑,1,5
12,味道,带来惊喜,1,5
13,食客,大多是生活在周边老顾客,2,2
13,点菜,极其潇洒不看菜单,2,2
14,鱼香肉丝,份量俱佳,1,5
14,鱼香肉丝,味道俱佳,1,5
14,爆炒猪肝,份量俱佳,1,5
14,爆炒猪肝,味道俱佳,1,5
14,每样菜,有小炒和盖饭两种形式,2,5
15,担担面,稍微平常一点,0,5
15,担担面,中等偏上水平,1,5
16,肉片炒腐竹盖饭,感觉不错,1,5
17,味道,还不错,1,5
17,小炒类,锅气十足,1,5
18,环境,一般,0,3
18,小饭馆儿,通病,0,3
18,偶尔,会有人抽烟,0,3
19,回锅肉,肉片很薄焦而不腻,1,5
19,回锅肉,豆豉味道恰到好处,1,5
19,回锅肉,不会过油过咸,1,5
20,鸡蛋炒饼,炒饼不干,1,5
20,鸡蛋炒饼,味道偏淡,1,5
20,鸡蛋炒饼,搭配辣椒和醋,1,5
21,鲅鱼,肉很鲜嫩,1,5
21,鲅鱼,一点点腥,0,5
21,鲅鱼,调味很香,1,5
22,店面,干净,1,3
22,房间,不大,0,3
22,筷子,年代感,0,3
23,老板,和善,1,4
23,工作,有坚持,1,4
23,服务,立即发现并纠正,1,4
24,酱牛肉,不像牛肉,0,5
24,米饭,小碗,0,5
24,米饭,不是优质米,0,5
24,米饭,不能续,0,5
24,米饭,3块钱,0,5
25,环境,优雅,1,3
26,服务,热情,1,4
26,服务,懂人情世故,1,4
27,生意,不错,1,4
27,外卖,没耽误,1,4
27,菜,没耽误,1,4
28,位置,明显,1,2
29,营业时间,长,1,2
29,晚上,开门,1,2
30,上菜,速度快,1,4
31,鱼香肉丝,菜量还可以,1,5
31,鱼香肉丝,足够一个人吃,1,5
32,家常菜,有锅气的味道,1,5
32,家常菜,油普遍偏大,0,5
32,家常菜,菜量尚可,1,5
33,鱼香肉丝,偏甜口,1,5
33,油麦菜,火候还行,1,5
33,油麦菜,不塌,1,5
33,油麦菜,生脆,1,5
33,大盘鸡,不推荐,0,5
33,大盘鸡,底下垫的不是面片是面条,0,5
33,大盘鸡,鸡肉有点腥,0,5
33,土豆,炸的软烂,1,5
33,青椒,脆口,1,5
33,地三鲜,整体口味偏东北,1,5
34,中午,有盖饭和炒饼之类的,2,3
34,就餐环境,不用多期待,0,3
34,就餐环境,不用多期待,0,3
35,,流行去吃“3.5分餐馆”,2,7
36,这家店,每天路过,2,2
36,周边,“大网红”餐厅,2,2
36,每到饭点儿,顾客盈门,1,2
37,这家餐馆,经营多年,2,2
37,这家餐馆,不温不火,0,2
38,饭菜,很平常,0,5
38,饭菜,性价比,1,5
38,饭菜,出品稳定,1,5
38,餐馆,典型的街坊邻里型,1,5
39,,不会给它高分评价,0,7
39,,值得我点个赞,1,7
40,小店,味道挺好,1,5
41,店里,座位不多,0,2
41,店里,顾客挺多,2,2
41,外卖单子,多,2,2
42,后厨,好几个人,2,3
42,马勺,叮叮当当,2,3
42,后厨,有烟火气,1,3
43,家常菜,味道,1,5
44,环境,还行,2,3
44,门店,小小,0,3
44,门店,不起眼,0,3
44,中午饭点,人多,2,3
45,菜品价格,便宜实惠,1,4
45,套餐,合适,1,4
46,鱼香肉丝,很下饭,1,5
46,菜量,足,1,5
47,东北菜,很喜欢,1,5
48,东北菜,很下饭,1,5
49,地三鲜,分量又大,1,5
49,地三鲜,被惊艳到,1,5
50,室内,暖和,1,3
50,吃的,饱饱的,1,3
50,出去,觉得温暖,1,3
51,宫保鸡丁,最难吃,0,5
51,鸡肉,解冻不久,0,5
52,宫保鸡丁,没有任何味道,0,5
53,老板,大气,0,4
53,送饮料,小瓶,0,4
53,送饮料,常温,0,4
53,换凉的,不给换,0,4
53,服务,长见识,0,4
54,,评论非常好,1,7
55,,附近好多这种小八八店,2,7
56,小饭店,开了十多年,1,7
57,,进来尝尝,2,7
57,,习惯在大众上点个小套餐,2,7
58,,宫保鸡丁,2,5
58,,水煮肉片,2,5
58,,西红柿鸡蛋汤,2,5
59,宫保鸡丁,不是很正宗,0,5
59,宫保鸡丁,少放很多东西,0,5
60,水煮肉,味道还可以,1,5
60,水煮肉,肉很多,1,5
60,水煮肉,挺下饭,1,5
61,上菜,跟史一样,0,4
61,说话,跟史一样,0,4
62,今天去北京古代建筑博物馆,结束了,2,2
62,,顺便附近找个地方吃饭,2,2
63,店,不大,0,2
63,打卡,送饮料,1,2
63,考虑努力减脂,不跟老板要饮料,2,2
64,肥肠面,果断点,1,5
64,肥肠面,不怕油,2,5
64,肥肠面,一定好吃,1,5
65,隔壁桌师傅,主动给老板好评,1,7
65,隔壁桌师傅,拿饮料,1,7
65,隔壁桌师傅,让老板给整个大瓶,1,7
65,隔壁桌师傅,让给续面条,1,7
66,山城毛血旺,不错,1,5
66,山城毛血旺,超级辣,1,5
67,宫保鸡丁,还不错,1,5
67,汤,还不错,1,5
67,水煮肉,一般,0,5
67,营业,下午二点后,2,5
67,饭菜,热乎,1,5
68,小饭馆,离天坛大概走路10多分钟,2,2
68,小饭馆,小门脸,2,2
69,服务,不要求啥,0,5
69,菜,一般,0,5
69,菜,很普通很普通,0,5
69,菜,一般,0,5
69,菜,很普通很普通,0,5
70,「水煮肉片」「宫保鸡丁盖饭」,忠实的回头客,1,5
70,「水煮肉片」「宫保鸡丁盖饭」,全家人都非常满意,1,5
70,「水煮肉片」「宫保鸡丁盖饭」,值得推荐,1,5
71,服务人员配置,齐全,1,4
71,服务,到位,1,4
71,态度,不错,1,4
72,菜的味道,好,1,5
72,菜的味道,有家的味道,1,5
72,价格,便宜,1,5
72,菜,值得推荐,1,5
73,红烧大骨头,好吃,1,5
73,红烧大骨头,实惠,1,5
73,一家三口吃,特别好,1,5
74,小饭馆,经济实惠,1,5
74,小饭馆,干净整洁,1,5
74,小饭馆,太好吃了,1,5
74,小饭馆,还会再来,1,5
75,,用手機點菜,2,4
75,照片與實物,重合度高,1,4
75,味道,正,1,4
75,閨女,吃得津津有味,1,4
76,和闺蜜,来天桥德云社听相声,2,7
76,,中午没吃饭,2,7
76,,随便找一家吃点,2,7
76,,附近这家川湘菜,2,7
77,口味,不错,1,5
77,凉菜,没啥味道,0,5
77,宫保鸡丁,好吃,1,5
77,水煮肉片,好吃,1,5
77,,没有踩雷,1,5
78,水煮肉片,可以,1,5
78,鸡丁,有点怪,0,5
78,价格,便宜,1,5
79,小店,经济实惠,1,5
79,饭量,大,1,5
79,服务质量,很好,1,5
79,味道,优美,1,5
79,水煮肉片,麻辣,1,5
79,水煮肉片,香,1,5
79,想吃,还想吃,1,5
80,菜品,可口,1,5
80,环境,优雅,1,5
80,老板服务,热情,1,5
80,,再来,1,5
81,这家店,来很多次,2,3
81,店里环境,干净,1,3
81,服务员,热情周到,1,3
81,老板,热情周到,1,3
82,来这家店吃,特别多,1,2
83,老板,热情,1,4
83,介绍,好玩的地方,1,4
83,介绍,避坑的地方,1,4
84,菜品,物美价廉,1,5
85,老板,尽量满足,1,4
86,套餐,吃够了,2,5
86,味道,不错,1,5
86,辣子鸡,真辣,1,5
86,3个菜,炒着正合适,1,5
86,菜,下饭,1,5
87,餐,合口味,1,2
87,餐,性价比高,1,2
87,位置,离自然博物馆近,1,2
