id,a,o,f,ZT
1,,不虚此餐,1,5
2,招牌肉包,非常好吃,1,5
2,招牌肉包,必吃第一名,1,5
3,招牌肉包,真的好吃,1,5
3,招牌肉包,比某四某丰的强多了,1,5
4,韭菜海米包,必吃第二名,1,5
4,韭菜海米包,试试,1,5
5,韭菜海米包,好吃,1,5
5,韭菜海米包,韭菜不老,1,5
5,韭菜海米包,味道不窜,1,5
5,韭菜海米包,吃完不难受,1,5
6,炒肝,味道正,1,5
6,炒肝,给料足,1,5
6,炒肝,肝一点点老,0,5
6,炒肝,肥肠没问题,1,5
7,价格,对得起,1,1
7,粥,免费,1,1
7,咸菜,免费,1,1
7,绿豆汤,免费,1,1
7,餐厅,适合老百姓,1,1
8,品牌,遍布京城,1,1
8,品牌,味美价廉,1,1
9,猪肉茴香包,输给前边二位,0,5
9,猪肉茴香包,不是推荐品,0,5
10,天宫院小吃,天桥附近,2,2
10,天宫院小吃,距离友谊医院一站地,2,2
11,环境,很干净,1,3
11,点餐区,进门直对着,2,3
11,桌椅,两边都是,2,3
11,找空位坐,就行,2,3
12,服务,有免费的粥豆浆咸菜,1,4
12,服务,先点餐然后餐具等其他的自取,2,4
12,服务,人文关怀,1,4
13,招牌肉包,皮包馅儿大,1,5
13,招牌肉包,有汤汁,1,5
13,招牌肉包,吃的时候小心烫嘴,1,5
14,,玉米粥,2,5
14,,茶叶蛋,2,5
14,,猪肉茴香包,2,5
14,,鲜肉馄饨,2,5
14,,咸菜,2,5
15,鲜肉包,2元一个,1,1
16,快递员,享受半价,1,1
16,外卖员,享受半价,1,1
16,环保工人,享受半价,1,1
17,出租车司机,8折,1,1
17,70岁老人,8折,1,1
18,店里,座无虚席,1,3
19,小包,肉汁都沁入面皮里,1,5
20,天宫院包子,很好吃,1,5
20,招牌肉包,馅多,1,5
20,天宫院包子,比炒肝赵的好吃,1,5
20,天宫院包子,满座,1,5
21,棒渣粥,免费,1,1
21,绿豆汤,免费,1,1
21,小咸菜,免费,1,1
21,腊八蒜,免费,1,1
22,他家,对于外卖小哥有优惠,1,1
22,他家,对于清洁工人有优惠,1,1
22,他家,对于出租车司机有优惠,1,1
22,他家,对于70岁以上老人有优惠,1,1
23,包子,皮薄馅大,1,5
23,包子,鲜香的汁水,1,5
23,包子,馅料调制得恰到好处,1,5
23,包子,满足感,1,5
24,炒肝,一绝,1,5
24,炒肝,走不动道儿,1,5
24,炒肝,大爱,1,5
25,炒肝,浓稠的汤汁,1,5
25,炒肝,滑嫩的猪肝,1,5
25,炒肝,肥美的大肠,1,5
25,炒肝,独特香气,1,5
25,炒肝,醇厚浓郁,1,5
25,炒肝,口感丰富,1,5
25,炒肝,欲罢不能,1,5
26,馄饨,毫不逊色,1,5
26,馄饨,爽滑有韧性,1,5
26,馄饨,新鲜饱满,1,5
26,馄饨,汤鲜味美,1,5
26,馄饨,感受店家用心,1,5
27,爽口小菜,清新解腻,1,5
27,爽口小菜,别样的清爽,1,5
28,天宫院小吃店,环境整洁有序,1,3
29,炒肝,经济实惠,1,5
29,馄饨,经济实惠,1,5
29,包子,经济实惠,1,5
30,炒肝,真不错,1,5
30,炒肝,每碗16元,2,5
30,炒肝,很正宗,1,5
31,包子,每个3元到5元,2,5
31,包子,鲜香入味,1,5
31,包子,馅料充实,1,5
32,店里,便民服务措施,1,4
32,店里,现包现蒸纯手工包子,1,4
33,店里,折扣优惠,1,4
34,天宫院小吃店,文明高尚,1,4
35,包子,味道还不错,1,5
36,包子,好吃不贵,1,5
36,简餐,适合赶路吃,1,5
37,绿豆汤小米粥,免费喝,1,1
37,腊八蒜咸菜,免费,1,1
38,面积,不大,0,3
38,卫生,很好,1,3
38,桌面地面,干净,1,3
38,桌面地面,不是油渍渍的,1,3
39,口味,略咸,0,5
39,炒肝儿,略有些稠了,0,5
39,包子皮儿,硬了些,0,5
40,绿豆汤,赞,1,1
40,绿豆汤,豆子很多,1,1
40,免费品,不像稀汤寡水,1,1
41,绿豆汤,清凉解暑,1,1
