id,a,o,f,ZT
1,交通,方便,1,2
1,,有停车场,1,2
1,红桥市场,公交方便,1,2
2,天坛北门胡同老店,不太友好,0,2
2,开车,没地停,0,2
2,东西,卖完了,0,2
3,豆汁,没必要排队,1,5
4,焦圈,焦脆,1,5
4,焦圈,舒服,1,5
5,荠菜团子,面团子不行,0,5
5,荠菜团子,内馅儿还可以,1,5
6,烧饼夹肘子,挺香,1,5
6,烧饼夹肘子,美味,1,5
7,服务,没什么服务,0,4
7,服务,挺好笑,1,4
8,服务,挑战失败,0,4
9,尹三豆汁,红桥市场底商,2,2
9,尹三豆汁,与护国寺小吃相邻,2,2
10,尹三豆汁天坛店,人太多,0,2
10,尹三豆汁,不用排队,1,2
10,尹三豆汁,口味应该一样,1,2
10,两家店,离得不远,1,2
11,焦圈,时间放的长,0,5
11,焦圈,不算太脆,0,5
11,焦圈,总体还好,2,5
12,羊油炒麻豆腐,不成型,0,5
12,羊油炒麻豆腐,味道还行,2,5
13,豌豆黄,有些松散,0,5
13,豌豆黄,可能没加琼脂,0,5
14,天坛店,营业时间到中午12：30,2,2
14,我们,下午2点到,2,2
15,虹桥市场,有一家,1,2
15,虹桥市场店面,不算很显眼,0,2
15,虹桥市场店面,能看见招牌,1,2
15,虹桥市场店面,需要下楼梯,2,2
15,虹桥市场店面,挨着护国寺小吃,2,2
16,这种店,认为是加盟的,2,5
16,味道,没什么差别,1,5
17,豆汁,接受度不高,0,5
17,豆汁,口感更浓稠,1,5
17,豆汁,味道酸咸,1,5
17,豆汁,能闻到酸味,1,5
18,豆汁,不能一言概之,2,5
19,刚盛出来的豆汁,微微烫口,1,5
19,热着的豆汁,更好喝,1,5
20,豆汁,对身体好,1,5
20,豆汁,定期会喝,1,5
20,豆汁,谈不上喜爱,0,5
20,豆汁,可以来品尝,1,5
21,豌豆黄,口感绵密,1,5
21,豌豆黄,细滑,1,5
21,豌豆黄,没有乱七八糟添加,1,5
22,我妈,爱吃,1,5
22,豌豆黄,评价不错,1,5
22,豌豆黄,没什么惊艳,0,5
22,豌豆黄,不拉跨,1,5
23,服务,在门口点单,2,4
23,服务,拿着小票排队,2,4
23,餐具,窗口旁边自助,2,4
23,座位,不多,0,4
23,座位,会比较拥挤,0,4
24,就餐环境,靠自己,2,3
25,天坛店,排不上,0,2
25,体验,可以过来,1,2
26,位置,很好找,1,2
27,老店,吃过,2,2
27,这个店,吃过,2,2
27,红桥店,2刷,2,2
28,环境,宽敞明亮,1,3
28,桌距,有点密,0,3
28,环境,非高峰期还可以,1,3
