id,a,o,f,ZT
1,大蒜烤馕,好吃,1,5
1,大蒜烤馕,有蒜香味,1,5
1,大蒜烤馕,配着咖喱吃绝了,1,5
2,炸素咖喱角,味道比较淡,0,5
2,绿色酱汁,很好吃,1,5
2,绿色酱汁,很有特色,1,5
2,绿色酱汁,薄荷味,1,5
2,炸素咖喱角,蘸着酱汁吃就很好吃了,1,5
3,黄油鸡,特别特别好吃,1,5
3,黄油鸡,浓郁丝滑,1,5
3,黄油鸡,味道很浓烈,1,5
3,黄油鸡,不会过分咸,1,5
3,黄油鸡,一口下去香迷糊了的感觉,1,5
4,印度奶茶,很独特的味道,1,5
4,印度奶茶,不会过分甜,1,5
5,马德拉斯羊肉咖喱,很香的咖喱味,1,5
5,马德拉斯羊肉咖喱,奶香,1,5
5,马德拉斯羊肉咖喱,带番茄的酸味,1,5
5,羊肉,很软烂,1,5
5,羊肉,一点膻味都没有,1,5
5,马德拉斯羊肉咖喱,很好吃,1,5
6,鸡块,肉质很嫩,1,5
6,鸡块,味道还算不错,1,5
7,黄油烤馕,有麦香,1,5
7,黄油烤馕,带黄油的香气,1,5
7,黄油烤馕,蘸着咖喱很是搭配,1,5
8,红桥市场下面的美食城,全是印度人,2,2
8,店,不大,0,2
9,咖喱,味道不错,1,5
10,店长,热情好客,1,4
10,店长,讲解菜品和吃法,1,4
11,黄油烤饼,黄油味能吃出来,1,5
11,黄油烤饼,韧性不错,1,5
11,黄油烤饼,有点点淡,0,5
12,panipuri,香料味很重,0,5
12,panipuri,很酸,0,5
13,烤鸡块咖喱,经典,1,5
13,烤鸡块咖喱,和黄油鸡完全不一样,1,5
14,馕坑烤鸡,最爱,1,5
14,馕坑烤鸡,tika鸡烟熏味道,1,5
15,辣味蔬菜咖喱,好吃,1,5
15,辣味蔬菜咖喱,比任何一家都好吃,1,5
16,印度奶茶,很正宗,1,5
16,印度奶茶,姜汁味道,1,5
17,芒果奶昔,还不错,1,5
18,环境,凑合,2,3
18,装修,异国风情,1,3
18,环境,舒服,1,3
19,老板和服务员,都是印度人,2,4
19,中文,说得不错,1,4
19,英语,可以沟通,1,4
19,沟通,挺好的,1,4
20,烤肉拼盘,推荐,1,5
20,烤肉拼盘,挺好的,1,5
20,两个人,吃撑了,0,5
