id,a,o,f,ZT
1,餐厅,出乎意料,1,2
1,餐厅,门面不是很大,0,2
1,餐厅,不是特别显眼,0,2
2,一楼大厅,满眼的绿植,1,3
2,一楼大厅,置身于热带雨林,1,3
2,一楼大厅,天然氧吧的感觉,1,3
3,大包间,环境不错,1,3
3,大包间,典型中式风格,1,3
4,地理位置,优越,1,2
4,地理位置,地处繁华的前门,1,2
4,地理位置,铁道博物馆的南侧,2,2
5,菜品价位,比较亲民,1,5
5,味道,真棒,1,5
6,米饭,香喷喷,1,5
6,,红烧茄子,1,5
6,鸡毛菜,鲜嫩,1,5
6,烤鸭,北京特产,1,5
6,烤鸭,赞赞赞,1,5
7,服务态度,好,1,4
7,服务,帮我们介绍北京的特色美食和景点,1,4
8,水饺,挺多,1,5
8,水饺,人工包,1,5
9,服务人员,热心,1,4
9,服务,很不错,1,4
10,服务,好,1,4
10,服务,说了怎么坐车哪里好玩,1,4
11,服务人员,热情,1,4
11,服务人员,交代厨师免辣,1,4
12,菜品口味,特别好,1,5
12,环境,不错,1,5
12,服务态度,很好,1,5
12,价格,特别实惠,1,5
12,,下次还来,2,5
13,服务员,热情招待,1,5
13,小酥肉,外焦里嫩,1,5
13,小酥肉,很好吃,1,5
13,麻婆豆腐,味道很好,1,5
13,麻婆豆腐,不一样口味,1,5
14,环境,优雅,1,3
14,菜品,口味好,1,3
14,上菜速度,快,1,3
14,服务态度,好,1,3
14,推荐,来吃,1,3
15,老北京炸酱面,味道挺好,1,5
15,肉酱,熬的,1,5
15,面,劲道,1,5
15,面,好吃,1,5
15,服务员,预约了天安门广场升旗,1,5
15,非常,感谢,1,5
16,工作人员,特别好,1,4
17,烤鸭,好吃,1,5
17,服务,小姐姐也特别好,1,5
17,地理位置,不错,1,5
18,味道,非常不错,1,5
18,服务态度,很好,1,5
18,花卷,刚出炉,1,5
18,体验,非常棒,1,5
18,宰客,不会,1,5
19,麻酱面,特别好吃,1,5
19,价格,实惠,1,5
19,,下次还会过来吃,1,5
20,天安荟餐厅,离地铁近,1,5
20,烤鸭,味道不错,1,5
20,服务,好,1,5
20,地方,不错,1,5
20,离天安门,近,1,5
20,推荐,推荐,1,5
21,位置,广场旁边,2,2
21,接待旅行团,比较多,2,2
22,接待旅行团,比较多,2,2
22,物美价廉,经济实惠,1,2
23,位置,离天安门很近,1,2
23,服务员,素质很一般,0,2
24,北京天安荟餐厅,距离天安门广场地铁站很近,1,2
25,天安荟餐厅,距离天安门广场、地铁站非常近出门就到了,1,2
26,菜品,好,1,5
26,服务,热情周到,1,5
26,天安荟餐厅,值得推荐,1,5
27,味道,还不错,1,5
27,北京炸酱面,值得一试,1,5
28,店里,环境好,1,2
28,服务,好,1,2
28,味道,鲜美,1,2
28,离天安门,很近,1,2
28,离前门地铁口,很近,1,2
28,是旅游居住,最佳选择,1,2
29,老北京炸酱面,很好吃,1,5
29,服务态度,很好,1,5
29,老北京得特色菜,来北京就要吃点,2,5
30,香椿豆腐丝,味道非常好,1,5
30,炸酱面,很地道,1,5
31,口味,好,1,5
31,环境,不错,1,5
31,服务态度,非常好,1,5
31,品尝,值得,1,5
32,地理位置,很好,1,2
32,天安门,近,1,2
32,饭店门口,就是地铁站,1,2
32,才,好吃,1,2
32,服务员,热情洋溢,1,2
33,环境,很好,1,3
33,服务员,热情,1,3
33,炸酱面,好吃,1,3
33,炸酱面,比昨天前门大街里的好吃,1,3
34,环境,优美,1,3
34,早餐,美味,1,3
34,早餐,丰盛,1,3
35,环境,好,1,2
35,环境,干净,1,2
35,环境,卫生,1,2
35,服务员,热情,1,2
35,位置,离天安门近,1,2
35,位置,方便,1,2
36,评论,不错,1,5
36,服务,挺好,1,5
36,菜品,多,1,5
36,菜品,味道不错,1,5
37,菜,味道不错,1,5
37,菜,物美价廉,1,5
37,菜,合适出游人口味,1,5
37,京酱肉丝,不错,1,5
38,生意,不错,1,5
38,地理位置,优越,1,5
38,价格,便宜,1,5
38,蛋炒饭,量很大,1,5
39,服务态度,好,1,3
39,上菜速度,快,1,3
39,整体环境,干净整洁,1,3
39,整体环境,让人感觉舒适,1,3
40,装修风格,独特,1,3
40,氛围,温馨,1,3
40,餐厅,适合情侣约会,1,3
40,餐厅,适合家庭聚餐,1,3
41,招牌菜,口感鲜美,1,5
41,招牌菜,创意十足,1,5
41,招牌菜,令人回味无穷,1,5
41,蒜蓉粉丝蒸扇贝,推荐,1,5
42,外卖配送,迅速,1,6
42,包装,精美,1,6
42,保温效果,好,1,6
42,用餐体验,满意,1,6
43,音乐,轻柔,1,3
43,灯光,恰到好处,1,3
43,就餐氛围,轻松愉悦,1,3
44,厨师手艺,精湛,1,5
44,每道菜,色香味俱全,1,5
44,清蒸海鲈鱼,尤其,1,5
45,餐厅位置,便利,1,2
45,交通,四通八达,1,2
45,到达,便于,1,2
45,餐厅,朋友聚会好去处,1,2
46,服务员态度,热情,1,4
46,解答问题,耐心细致,1,4
46,让人,宾至如归,1,4
47,菜品,新鲜,1,5
47,份量,适中,1,5
47,价格,合理,1,5
47,性价比,高,1,5
48,清洁工作,做得很好,1,3
48,餐具,一尘不染,1,3
48,给人,留下深刻印象,1,3
49,外卖服务,好,1,6
49,配送员,礼貌周到,1,6
49,准时送达,1,1,6
50,店内空间,宽敞明亮,1,3
50,座位布局,合理,1,3
50,,没有拥挤感,1,3
51,菜品质量,上乘,1,5
51,每一道菜,精心制作,1,5
51,让人,赞不绝口,1,5
52,服务,一流,1,4
52,员工,训练有素,1,4
52,对待客人,细心,1,4
53,店内装饰,典雅,1,3
53,环境,幽静,1,3
53,,适合商务洽谈,1,3
53,,适合私人聚会,1,3
54,菜品,创新独特,1,5
54,口味,多样,1,5
54,,满足不同顾客需求,1,5
55,卫生状况,良好,1,3
55,厨房,透明可见,1,3
55,让人,吃得放心,1,3
56,服务员,笑容可掬,1,4
56,待人接物,亲切有礼,1,4
56,,提升用餐体验,1,4
57,外卖打包服务,周到,1,6
57,菜品,分量足,1,6
57,价格,实惠,1,6
58,音乐选择,得当,1,3
58,音量,适中,1,3
58,为用餐,增添乐趣,1,3
59,菜品,味道地道,1,5
59,选材,讲究,1,5
59,每一道菜,精品,1,5
60,位置,显眼,1,2
60,,容易找到,1,2
60,周围环境,优美,1,2
61,服务人员,反应迅速,1,4
61,处理问题,高效,1,4
61,让顾客,舒心,1,4
62,装潢,现代时尚,1,3
62,灯光,柔和,1,3
62,营造,舒适用餐氛围,1,3
63,菜品,新鲜美味,1,5
63,分量,充足,1,5
63,价格,公道,1,5
64,外卖包装,精致,1,6
64,保温效果,出色,1,6
64,确保,食物新鲜度,1,6
65,空间设计,巧妙,1,3
65,布局,合理,1,3
65,提供,充足个人空间,1,3
66,菜品,风味独特,1,5
66,烹饪技巧,高超,1,5
66,令人,印象深刻,1,5
67,服务态度,令人满意,1,4
67,员工,专业且友好,1,4
67,增加,用餐愉悦感,1,4
68,环境,清新雅致,1,3
68,布置,有品味,1,3
68,让人,感觉放松,1,3
69,菜品,选料上乘,1,5
69,制作,精细,1,5
69,味道,纯正,1,5
70,地理位置,佳,1,2
70,交通,便利,1,2
70,周围配套设施,齐全,1,2
71,服务人员,礼貌周到,1,4
