id,a,o,f,ZT
1,山城面馆,离家又近了一步,1,2
1,山城面馆,可以走着来吃了真好呀,1,2
2,环境,感觉却没了,0,3
3,环境,竹牌牌也改电子屏了,0,3
3,环境,木桌椅也改沙发座了,0,3
4,环境,喜欢原来那种拥挤的狭小的甚至是卫生条件不太好的老店哈,0,3
5,环境,现在都没有了,0,3
6,服务,不用排队点单了可以扫码点,1,4
6,服务,门口依然要排队哟,0,4
7,服务,没有服务概念的大姐们,0,4
7,服务,不会提示你大众结账有优惠,0,4
8,菜品,分量变少了,0,5
8,菜品,味道没变,1,5
8,菜品,依然在线,1,5
9,红糖糍粑,不太好吃,0,5
9,红糖糍粑,粘牙,0,5
10,口水鸡,料调的不错,1,5
10,口水鸡,鸡肉不太行,0,5
10,口水鸡,黄瓜太多了多一半黄瓜,0,5
11,豌杂面,味道依然抗打,1,5
11,豌杂面,每一种都好吃闭眼点,1,5
11,肥肠面,味道依然抗打,1,5
11,肥肠面,每一种都好吃闭眼点,1,5
12,位置,骑车过来不算太远,1,2
13,服务,需要等位,0,4
13,服务,很快就到了,1,4
14,环境,靠墙一侧有单人位置,1,3
14,环境,对于一个人来吃饭的i人也很友好,1,3
15,豌杂面,没有预期中的那么好吃,0,5
16,牛肉肥肠双拼面,分量有点小,0,5
16,牛肉肥肠双拼面,可以考虑加面,2,5
16,牛肉肥肠双拼面,配点其他小吃一起,2,5
17,菜品,晚上没有脑花了,0,5
17,服务,下次有机会再来尝尝,2,5
18,碗杂面,软烂极了,1,5
18,碗杂面,入口一泯则化,1,5
18,碗杂面,可以和我在重庆吃的相提并论,1,5
19,小面,软硬刚好,1,5
19,小面,挂着鲜香的红油,1,5
19,小面,好吃,1,5
20,冒脑花,味道重,1,5
20,冒脑花,煮得刚刚好,1,5
20,冒脑花,美滋滋,1,5
21,酸汤冰粉,好吃,1,5
21,酸汤冰粉,很意外,1,5
22,山城嗨辣壳,就在陶然亭附近,2,2
23,豌杂面,料给的相当足,1,5
24,微微辣,够味,1,5
25,酥肉,不油,1,5
25,酥肉,现炸,1,5
25,酥肉,面衣裹的厚薄正合适,1,5
26,吃完,不腻,1,5
26,辣,舒服,1,5
26,跟某妹相比,没有那么口味重和油腻,1,5
27,肥肠面,太好吃了,1,5
27,肥肠面,微微辣,2,5
27,肥肠面,冲天灵盖的辣劲儿,1,5
27,肥肠面,加一点醋解辣,1,5
28,冰粉,标配,1,5
28,冰粉,酸梅味的,1,5
28,冰粉,非常清新,1,5
28,冰粉,酸酸甜甜,1,5
28,冰粉,开胃,1,5
29,,太火爆了,1,1
30,嗨辣壳,很火,1,2
30,店门口,排着长队,0,2
31,排队,无时不刻,0,2
32,三件套,必点,1,5
32,,招牌干拌豌杂面,1,5
32,,小碗牛肉,1,5
32,,酸梅冰粉,1,5
33,店员,提醒,2,4
33,面,等至少十分钟,0,4
33,其它两款,秒上,1,4
34,牛肉,真棒,1,5
34,碗,小,0,5
34,牛肉,满满,1,5
34,调料,用得好,1,5
34,牛肉,熟度香度都完美,1,5
35,冰粉,酸冰粉,1,5
35,冰粉,山楂味,1,5
35,冰粉,少糖要求可以满足,1,5
36,豌杂面,最后上太惊艳了,1,5
36,豌杂面,肉臊豌豆泥花生碎,1,5
36,豌杂面,麻辣的花椒用料,1,5
36,豌杂面,吃起来的满足感,1,5
36,豌杂面,好吃,1,5
37,豌杂面,好吃,1,5
38,环境,安静,1,3
38,排队的人,安静,1,3
38,面馆里面,不是很大,0,3
38,面馆,有几张四人桌,1,3
38,面馆,有窗边位子,1,3
39,豌杂面,软糯,1,5
39,豌杂面,肉臊很香,1,5
39,豌杂面,面条劲道,1,5
39,豌杂面,吸附力强,1,5
39,豌杂面,香味直冲味蕾,1,5
39,豌杂面,辣感,1,5
39,豌杂面,麻感,1,5
39,豌杂面,刺激感十足,1,5
40,蒜泥白肉,温的,1,5
40,蒜泥白肉,肉片不是很多,0,5
40,蒜泥白肉,调味的汁不是很辣,0,5
40,蒜泥白肉,咸香麻辣,1,5
40,蒜泥白肉,黄瓜片爽脆,1,5
41,口水鸡,鸡肉比较多,1,5
41,口水鸡,炖煮的比较烂,1,5
41,口水鸡,容易入味,1,5
42,红糖冰粉,红糖水味道不是很浓,0,5
42,红糖冰粉,铺满花生碎,1,5
42,红糖冰粉,铺满山楂干,1,5
42,红糖冰粉,铺满葡萄干,1,5
42,红糖冰粉,葡萄干略硬,0,5
42,红糖冰粉,刚好用来解辣,1,5
43,位置,很好找,1,2
43,排队的人,多,0,2
43,排队时间,不到半小时,1,2
43,打包带走,不用排队,1,2
44,羊肉串,香,1,5
45,微辣豌杂面,好吃,1,5
45,酥肉,好吃,1,5
45,红糖粑粑,好吃,1,5
45,泡菜,好吃,1,5
46,面,好香,1,5
46,花生奶,缓解辣,1,5
46,小泡菜,缓解辣,1,5
47,北京很多家小面,强很多了,1,5
48,等位置,10点30营业35到已经需要,1,2
49,巴蜀地区的地道美食,彻底被征服,1,5
49,北京,最好吃之一,1,5
50,碱面,独特口感,1,5
50,味道,丰富,1,5
50,征服味蕾,彻底折服,1,5
51,小馆子,就在路边,2,2
51,旁边,没有公车跟地铁,0,2
51,排队人,最多,1,2
52,餐馆,桌子也不够坐,0,3
52,餐馆,埋头索面,2,3
53,小面,要搅拌,2,5
53,小面,汤汁与小面融合,1,5
53,小面,更入味,1,5
54,冬天吃的,排队20分钟,2,5
54,面条,热气腾腾,1,5
54,价格,便宜,1,5
54,分量,ok,1,5
55,豌杂面,整碗面的精髓,1,5
55,豌豆,淋满,1,5
55,杂酱,淋满,1,5
55,调料,巴适,1,5
55,,超级香,1,5
56,口感,润滑,1,5
56,豌豆,软糯,1,5
56,面条,劲道,1,5
56,杂酱,香甜,1,5
56,,回味无穷,1,5
57,料,非常非常多,1,5
57,北京,最舍得放料的一家,1,5
58,肥肠面,肥肠特别香嫩,1,5
58,肥肠面,软糯Q弹,1,5
58,肥肠面,面条顺滑,1,5
58,肥肠面,汤汁鲜浓辣,1,5
58,肥肠面,非常好吃,1,5
59,红糖糍粑,一小碟,2,5
59,红糖糍粑,外脆里糯,1,5
60,泡菜,必点,1,5
60,泡菜,解腻,1,5
60,泡菜,配面绝配,1,5
61,环境,跟口味成正比,1,3
61,服务,跟口味成正比,1,3
61,,忽略一些细节,2,3
62,吃的时候,注意点,2,5
