id,a,o,f,ZT
1,咖啡馆,很舒服,1,2
1,导航,容易找到,1,2
2,豆汁咖啡,特色,1,5
3,豆汁咖啡,口感还不错,1,5
4,泰迪,乖巧,1,4
4,泰迪,喜欢迎宾,1,4
4,泰迪,很乖,1,4
5,“入巷”咖啡厅,宁静角落,1,3
6,巷子布局,独特,1,3
6,巷子布局,私密感,1,3
7,咖啡厅,悠闲时光,1,3
7,咖啡厅,远离喧嚣,1,3
8,咖啡,香浓,1,5
8,甜点,精致,1,5
8,咖啡师们,匠心独运,1,5
9,这里,放慢脚步,2,3
9,这里,品味生活的美好,1,3
10,“入巷”咖啡厅,品味咖啡,1,5
10,“入巷”咖啡厅,绝佳去处,1,5
11,位置,很好找,1,2
12,店内装饰,不懂风格,2,3
12,店里,松弛感,1,3
13,狗仔,10来岁的小泰迪,2,3
14,狗仔,自来熟,1,3
14,狗仔,享受的样子,1,3
15,豆汁儿dirty,猎奇,2,5
16,咖啡师,温馨提示,1,5
16,豆汁儿,难以接受,0,5
17,豆汁儿dirty,合口味,1,5
18,咖啡,味道搭配,1,5
18,豆汁儿,味道搭配,1,5
18,冰博客,味道搭配,1,5
19,,独自看书打发时光、朋友小聚共叙、包场活动,1,7
20,豆汁咖啡,豆汁味没有那么夸张,1,5
20,豆汁咖啡,完全可以接受,1,5
21,,憋一口气还是能喝进去,2,2
22,店里,有很多稀奇古怪的装束,1,3
22,店里,也有一些活动海报,1,3
22,店里,在招募各种活动和行为艺术,1,3
23,迎宾狗狗,可爱,1,3
24,出品,稳定,1,5
24,披萨,很喜欢,1,5
24,麻薯,很喜欢,1,5
24,果饮,很喜欢,1,5
25,店铺,宝藏,1,2
25,店铺,上下两层的小楼,2,2
26,装修设计,简约复古怀旧风格,1,3
26,装修设计,情怀,1,3
26,店铺,看好多年轻人来拍照打卡,1,3
27,老板,创意和理念独特魅力,1,7
28,店铺,接待公司团建,2,3
28,店铺,情侣闺蜜约会,1,3
28,店铺,休闲惬意,1,3
28,店铺,适合一个人静静发呆,1,3
29,环境,赞,1,3
29,豆汁dirty,小店特色,1,3
29,提拉米苏,颜值高,1,3
29,山楂杨梅茶,颜值高,1,3
29,提拉米苏,先苦后甜,1,3
29,山楂杨梅茶,先苦后甜,1,3
30,小泰迪,可爱呆萌,1,3
30,小泰迪,会握手,1,3
30,店铺,适合一个人看书,1,3
30,店铺,适合闺蜜聊天,1,3
31,狗狗,非常活泼,1,7
32,豆汁咖啡,神奇,1,5
33,豆汁儿味道,可以再重点儿,0,5
34,姜黄拿铁,口感柔和,1,5
