id,a,o,f,ZT
1,面包店,宝藏,1,2
2,主店,地方大,1,2
3,面包店,主打外卖,2,6
4,7⃣️拼吐司,七种风味,1,5
5,碱水小六件,三种拼装,1,5
6,咖啡,好喝,1,5
7,交通,不方便,0,2
8,面包店,需要骑单车,0,2
9,导航,能找到,1,2
10,套餐,经典三色大理石+海盐黄油牛角,2,5
11,吐司,招牌,1,5
11,经典三色大理石,特别推荐,1,5
12,吐司,超级好吃,1,5
13,牛角,一般,0,5
13,牛角,黄油流不出来,0,5
14,春种秋藏,很好找,1,2
15,装修,有意思,1,3
16,三色大理石厚吐司,味道好吃,1,5
17,位置,景观位好,1,2
18,购买便利,城里可买到,1,5
19,贝果,味道很好,1,5
20,吐司,远,2,1
21,店面,不大,2,3
21,装修,nice,1,3
22,吐司博物馆,感觉,2,5
23,三色吐司,存在感强,1,5
24,吐司边,好吃,1,5
25,吐司,甜腻,0,5
26,酸香绵软,幸福感超级强,1,5
27,厚切口感,特别适合,1,5
28,装修,有调调,1,3
29,宝藏面包店,不在黄金地段,2,2
30,面包,厚实松软有韧性,1,5
31,咀嚼,舍不得吃太快,2,5
32,包装袋设计,喜欢,1,6
33,面包店,崇文门东打磨厂的西边,1,2
34,吐司,单类和大包拼,1,5
35,三明治,非常厚实,1,5
36,七拼吐司,包含7种不同口味,1,5
37,三色吐司,巧克力味道突出,1,5
38,面包店,口味更多样,1,5
39,三色大理石吐司面包,招牌,1,5
40,面包种类,不太多,2,5
40,感觉,细致,1,5
41,三色面包,厚实,1,5
41,口感,丰富,1,5
42,其他面包,不错,1,5
43,公司附近,凉爽舒适,1,2
44,小店,楼下,2,2
45,健身党,在意碳水脂肪,0,5
46,,希望开的久一些,1,2
47,店铺,小众,2,2
48,三色大理石,招牌,1,5
49,蛋挞,没了,0,5
50,面包店,巨爱吃,1,5
51,吐司,一般,2,5
52,胡椒伯爵司康,松软风味十足,1,5
53,乳酪司康,好吃,1,5
54,店,不想进,0,2
55,碱水六小只,有意思,1,5
56,碱水六小只,可以裹腹,1,5
57,芝士肉松的、红豆的以及原味的,适合回购,1,5
58,面包脆,好吃,1,5
59,小店,可爱,1,2
60,面包,分量十足,1,5
61,堂食,适合,1,3
62,吐司七拼,口味丰富,1,5
63,吐司,标注口味,1,5
64,吐司切片,厚实,1,5
65,吐司,选择七拼,1,5
66,三色大理石吐司,三种味道明显,1,5
67,巧克力味道,最喜欢,1,5
68,冲绳之恋,恰到好处,1,5
69,奶酥,基本差不多,2,5
70,经典三色大理石,甜了,0,5
71,抹茶和肉松,可以尝尝,1,5
72,,超级推荐,1,5
73,吐司,韧性口感不错,1,5
73,吐司,算不上惊艳,0,5
74,全麦核桃,表面淋了黄油,0,5
75,全麦核桃,融化渗入包体内部,0,5
76,面包盲盒吐司,感觉不像宣传中划算,0,5
77,面包盲盒吐司,口味正常水准,1,5
78,蛋挞,挺难吃,0,5
79,店铺,感觉快倒闭,0,2
80,面包小店,精致,1,2
81,面包,还好,2,5
81,东边面包,不能说好到哪去,0,5
82,咸蛋黄肉松吐司,挺好吃的,1,5
83,浓香黑芝麻吐司,有特色,1,5
84,双拼司康,买了尝尝,2,5
85,司康,没觉得有评论说的那么好,0,5
86,烘焙店,特别喜欢,1,1
87,孩子,特别喜欢,1,5
87,菠萝奶酥,特别喜欢,1,5
87,双色司康,特别喜欢,1,5
88,两片双拼,友好,1,5
88,味道,一般,0,5
89,菠萝奶酥,颗粒感,2,5
89,菠萝奶酥,奶酥口感,2,5
89,菠萝丁,甜度蛮高,1,5
89,葡萄干,甜度蛮高,1,5
90,杏仁奶酥,尝不大到杏仁味道,0,5
90,奶酥口感,更细腻,1,5
91,口味,很不错,1,6
91,黄金香橙奶酥,喜欢,1,6
91,黄金菠萝奶酥,喜欢,1,6
92,香橙奶酥,糖渍橙皮粒,1,5
92,菠萝奶酥,菠萝纤维,1,5
93,果香蔓越莓,果料丰富,1,5
93,面包,松软,1,5
94,买到三色大理石,幸运,1,1
94,买司康,忍不住,1,1
95,三色大理石,巧克力味道浓郁,1,5
95,吐司,偏甜,2,5
95,吐司,厚实,1,5
95,吐司,切大片,1,5
95,吐司,满足,1,5
96,双味司康,口味多样,1,5
96,抹茶巧克力,更爱,1,5
97,巧克力,品质好,1,5
97,司康,口感软,1,5
97,原味司康,普通,0,5
98,价格,35,2,1
98,分量,大,1,1
98,性价比,不低,2,1
99,建议,拆小份,1,1
99,口味,分开,1,1
99,面包,半袋,1,1
