id,a,o,f,ZT
1,,好好享受人生,1,7
1,,开启逛吃逛吃的一天,1,7
1,,惬意的事情,1,7
2,原料,感觉很好,1,5
2,味道口感,不错,1,5
2,夏季四宝甜汤,甜甜的,1,5
2,夏季四宝甜汤,真快乐,1,5
3,天气,有点冷,0,7
3,朋友们,不舒适,0,7
3,,感觉还挺不错,1,7
4,外包装,有心,1,6
4,质感,满满,1,6
4,保温隔层,靠得住,1,6
4,袋子品质,靠得住,1,6
4,,还滚烫,1,6
4,,相当给力,1,6
5,餐具,品质不错,1,6
5,餐具,不是塑料感十足,1,6
6,味道,还行,1,5
6,温度,超高,1,5
6,食材品质,挺好,1,5
6,分量,挺好,1,5
6,,和点餐的时候一致,1,5
6,,所见即所得,1,5
7,等待时间,要等着再煮一会儿,0,4
8,装修,可爱到爆炸,1,3
9,墙壁,涂满了粉色和蓝色的波点,1,3
10,装饰,一排排的彩色气球,1,3
11,中式现熬糖水,说不出的满足,1,5
12,红豆沙,熬制的非常绵密,1,5
12,红豆沙,吃起来沙沙的,1,5
13,红豆沙,没甜味儿,1,5
13,红豆沙,浓郁的豆香,1,5
14,红豆沙,满满幸福感,1,5
14,红豆沙,如果加冰味道更佳,1,5
15,店家,盛汤的罐罐还挺考究,1,4
15,密封,严实,1,4
15,店家,附送了启瓶器,1,4
16,臻佑福,品类丰富,1,5
17,黑豆豆浆,真的无糖,1,5
18,黑豆豆浆,大大的好评,1,5
19,外卖,真的是少糖,1,5
20,甜品店,养生,1,5
20,甜品店,感觉很健康,1,5
21,甜品汤水,好喝,1,3
21,服务环境,不错,1,3
22,味道,还行,2,3
22,味道,还不错,1,3
22,卫生,干净,1,3
23,等待时间,10分钟,2,6
23,包装,不错,1,6
24,甜度,无,0,5
24,甜度,没听清楚,0,5
25,半糖,假设苦,2,5
26,食材,丰富,1,5
26,食材,真材实料,1,5
26,味道,寡淡,0,5
26,奶味,淡淡,0,5
27,食材,不好下咽,0,5
27,食材,植物涩味,0,5
28,食品,现场做,1,5
28,食品,新鲜,1,5
28,食品,热呼呼,1,5
29,效率,低,0,4
29,卫生条件,不错,1,4
30,服务,解释道歉,1,4
31,味道,不错,1,5
31,料,足,1,5
31,卫生,干净,1,5
