id,a,o,f,ZT
1,东方宫拉面馆,很有食欲,1,1
2,店里,人多,1,3
2,店里,吃拉面,2,3
3,空调,不管用,0,3
3,空调,非常热,0,3
4,麻辣烫,等了好久,0,5
4,加工,用时长,0,5
5,服务态度,差,0,4
5,服务态度,不耐烦,0,4
6,麻辣烫,上当,0,5
7,天水麻辣烫,不正宗,0,5
7,味道,不会引起很多人,0,5
8,服务,没有早餐面,0,4
9,服务,不情愿,0,4
10,牛肉,略贵,0,1
10,牛肉,比别的店贵,0,1
11,早餐面,量不大,0,5
11,早餐面,勉强够吃,1,5
12,服务员,扎堆聊天,0,4
13,服务,带孩子来吃牛肉面,2,4
14,天水麻辣烫,不清楚,2,5
15,牛肉面饭馆,味道最好,1,5
16,牛肉面,量很大,1,5
16,小碗,吃不了一半,0,5
17,,开在红桥一带的居民区附近,2,2
18,牛肉拉面,很正宗,1,5
18,汤头,清亮,1,5
18,牛肉拉面,用料十足,1,5
19,天水麻辣烫,分大小份,2,5
19,天水麻辣烫,各种混搭,1,5
19,天水麻辣烫,实际不太辣,1,5
19,天水麻辣烫,微微发苦,0,5
20,烤串,种类也挺全,1,5
20,凉菜,可以解腻,1,5
21,儿童套餐,包括一两面,2,5
21,儿童套餐,包括两串鱼豆腐,2,5
21,儿童套餐,包括一串鸡翅,2,5
22,面条,稍微有一丢丢咸,0,5
22,烤串,非常好吃,1,5
23,天水麻辣烫,看起来也很不错,1,5
23,烤串,看起来也很不错,1,5
24,吃面,舒服,1,5
25,员工餐,吃的是方便面,0,4
26,东方宫,来,2,2
27,东方宫,兰州本地,2,2
28,东方宫,味道,2,5
28,东方宫,兰州本地,2,5
29,烫,温度低,0,5
29,汤,温,0,5
30,就餐环境,提升不少,1,3
30,采光,更加光亮,1,3
31,人员,嘈杂,0,3
31,店里,熙熙攘攘,0,3
32,小孩子,乱跑没有人管,0,3
32,桌上的调味料,配置不齐,0,3
33,,去他桌拿,2,3
33,食客之间,易发生矛盾,0,3
34,食物,全部自取,0,4
34,桌子,自己收拾,0,4
35,食材品味,有待改进,0,5
35,味道,不如以前,0,5
36,麻辣烫,性价比低,0,1
37,肉蛋双飞,20块,2,1
37,肉蛋双飞,可以的,1,1
38,套餐,只有小碗面,0,1
38,套餐,加几块钱换成大碗,2,1
39,吃饭人,多,1,2
39,取面口,排队,0,2
40,和门丁肉饼比,小巫见大巫,0,2
41,牛肉,比以前少,0,5
41,牛肉,两三个小肉块,0,5
42,牛肉拉面,干净卫生,1,3
42,烤串,干净卫生,1,3
43,,味道是一样的,1,5
44,,下班不知道吃什么,2,2
44,,飞蛋套餐,2,2
45,鸡蛋,好吃,1,5
45,一小盘牛肉,好吃,1,5
45,牛肉面,好吃,1,5
46,,记不清头一次吃什么时候了,2,2
47,店里,划分有好几种,1,3
48,面,不同粗细度基本都试了下,1,5
49,套餐,价格非常实惠,1,1
49,拉面,正宗,1,1
49,醋,够味,1,1
49,油泼辣子,够味,1,1
49,牛肉片,好吃,1,1
49,茶叶蛋,满足,1,1
49,店里,热,0,1
50,价格,23.8,2,1
50,拉面,一碗,2,1
50,茶叶蛋,一个,2,1
50,牛肉片,一小盘,2,1
51,羊肉串,味道不错,1,5
52,空调,没开,0,3
52,店里,热,0,3
53,热,热得不行,0,3
54,拉面,不错,1,5
54,环境,除外,0,5
55,泡菜,最喜欢吃,1,5
55,泡菜,没有,0,5
56,,物美价廉,1,1
56,凉菜,足足的,1,1
56,烤串,新鲜,1,1
57,兰州拉面,十分正宗,1,5
57,牛肉面,好吃,1,5
57,小菜,不错,1,5
58,品质,差不多,2,3
58,装修风格,很像,2,3
59,老板,人很好,1,4
60,面条,有嚼劲,1,5
61,牛肉,好吃,1,5
61,牛肉,没有膻味,1,5
61,牛肉量,多,1,5
62,兰州拉面,性价比超高,1,1
63,牛肉面,魅力,1,5
64,牛肉面,味道厚重,1,5
64,牛肉面,必不可少的调味,1,5
65,甘谷的辣椒,调和辣味,1,5
65,甘谷的辣椒,厚重香气,1,5
66,景点的饭馆,坐满了,0,2
67,屋内排风,不太好,0,3
67,屋内,有好大的油烟味,0,3
68,环境,不好,0,3
68,环境,稍稍盖住,1,3
