id,a,o,f,ZT
1,三座门,称谓门,2,7
2,圜丘坛、祈谷坛,同在一条南北轴线上,2,7
3,三座门,必经之道,2,2
4,公园,免费,1,2
5,三座门,气派,1,2
5,三座门,带孩子逛逛,2,2
6,感觉,不能在电脑或电视上获得,0,5
7,设计,很有古建筑特色,1,5
7,看起来,很有气势,1,5
7,三座门,值得推荐,1,5
8,环境,还可以,1,3
8,自驾过来,还比较方便,1,3
8,,下次还会再来,1,3
9,中国古建筑,极具美,1,7
10,,适合带上孩子玩,1,5
10,,很推荐,1,5
11,历史,悠久,1,7
11,知识,学到了许多,1,7
12,晚上,很大气,1,5
12,亮灯,很大气,1,5
13,牌楼,历史比较悠久,1,7
14,感受人文,值得一去,1,5
14,小伙伴们,可以带着家人朋友一起来,2,5
15,天坛公园,自成一派,1,5
15,天坛公园,独自拥有自己的景点名称,1,5
16,天坛公园大门,不计其数,2,2
16,三座门,位于天坛公园西部,2,2
17,红色方门,蓝色琉璃瓦歇山顶,2,3
18,三座门,很重要,1,2
18,三座门,必经之路,1,2
