id,a,o,f,ZT
1,《红楼梦》书中的器物,展现出钟鸣鼎食之家、诗礼簪缨之族奢华雅致的生活,2,5
2,活动,将红楼器物与文化相融合,2,6
2,活动,将小说中的人、事紧密联系起来,2,6
2,活动,在“夏日食单“与”怡红雅筵”的世界中,2,6
3,了解,美学生活,2,6
3,探究,器物背后的故事,2,6
3,,解读书中人物的性格魅力,2,6
4,小朋友,听的特别认真,1,6
4,小朋友,了解了很多相关隐藏知识,1,6
5,设计,非常棒的体验,1,6
5,,参加其他活动,2,6
6,装修的气味,还很重,0,3
6,屋子,熏眼睛,0,3
7,位置,就在磁器口地铁口旁边,2,2
7,参观,不太真实的感觉,0,2
8,,3月1日重修开业,2,2
8,,今天3月3号来实地探访,2,2
9,门票,免费,1,2
9,预约,无需,1,2
9,地铁磁器口F口,不远,1,2
10,房子,十七间半,2,3
10,院落,三进,2,3
10,房子,不算大,0,3
11,展厅,五个,2,3
11,艺坊,一个,2,3
11,院子里,有海棠,2,3
11,院子里,有玉兰,2,3
11,院子里,有竹子,2,3
12,导览讲解,准点,1,6
12,导览讲解,涨知识,1,6
13,曹雪芹故居,重新修缮开放,2,2
13,交通,非常便利,1,2
14,文创店,有,2,3
14,文创店,有卖冰箱贴,2,3
14,文创店,有周边,2,3
14,文创店,别忘了盖戳,2,3
15,空间,蛮大,1,3
15,区域,分好几个,2,3
15,场景还原,有,2,3
15,互动体验,有一些,2,3
16,曹雪芹故居,三进四合院,2,3
16,曹雪芹故居,可以看到相关的红楼梦周边产品,2,3
17,周边产品,有十二金钗手办盲盒,2,5
17,周边产品,也有图画书,2,5
17,周边产品,书签,2,5
17,周边产品,扇子,2,5
17,周边产品,灯笼,2,5
18,院子外边,有张爱玲,2,5
18,院子外边,顾城等大作家对红楼梦写的评价,2,5
19,,不用预约和门票,1,4
19,,在门口扫码后进入,2,4
20,大门,写着曹雪芹故居纪念馆金色大字,2,2
21,地址,位于崇文区磁器口十字路口的东北侧,2,2
22,地址,史料上记载的崇文门蒜市口地区曹雪芹十七间半房故居原址附近,2,2
23,院中,展出《红楼梦》各种版本,2,5
23,院中,20多件康熙写给曹家的圣旨高仿品等物件,2,5
24,展品,样样精美绝伦,1,5
25,交通,特别方便,1,2
26,展览内容,展馆不大,0,5
26,展览内容,曹家从南京回迁北京后的第一居址,2,5
26,展览内容,曹雪芹最初构思《红楼梦》,2,5
26,展览内容,完成初稿的地方,2,5
27,内容,展出了《红楼梦》里描述的四季吃食,1,5
27,内容,包括图片,1,5
27,内容,餐具等展出,1,5
28,展览亮点,展馆内容不多,0,5
28,展览亮点,5个小展厅,2,5
28,展览亮点,半小时就逛完了,0,5
29,亮点,使用了声光电手段,1,6
29,亮点,模仿清代蒜市口大街的生活场景,1,6
29,亮点,有白天市集声音,1,6
29,亮点,有晚间餐馆,1,6
29,亮点,娱乐场所声音,1,6
