id,a,o,f,ZT
1,李记老北京烧饼店,离得不远,2,2
2,花,越来越漂亮,1,5
2,,打卡拍照,1,5
3,街边公园,正巧路过这里,2,2
4,庭廊,刻着京剧脸谱,1,3
5,公园,干净整洁,1,3
5,环境,非常不错,1,3
6,小型的运动场所,有七八个乒乓球台,2,5
7,我,手痒,1,6
8,这里,挺好,1,2
9,街边公园,有健身器材,2,3
9,街边公园,有好几个乒乓球案子,2,3
10,街边公园,位于板章路,2,2
10,街边公园,北依珠市口西大街,2,2
10,街边公园,南靠校尉营胡同,2,2
11,园内,有4个古代大门,2,3
11,古代大门,形态各异,1,3
12,居民,可以来健身,2,2
13,休闲区,打打牌聊聊天挺好的,1,5
14,公园,供人们休息纳凉,1,5
15,花卉,非常好看,1,5
16,公园,可以休息,1,5
17,天气,太热,0,6
17,肯德基,享受空调,1,6
17,歇一歇,舒舒服服,1,6
18,珠市口地铁站边上,附近人们休息纳凉的地方,2,2
19,天气,再热点,0,2
19,附近肯德基,吹空调歇着,1,2
20,街道,宣传雷锋的地方,2,5
21,,特别有意思,1,5
21,,年轻人不知道雷锋,0,5
22,有空来看看,不错的选择,1,5
23,街心公园,迷你小型,2,2
23,街心公园,晒太阳,2,2
23,街心公园,玩牌的老人很多,2,2
24,这里,不错的,1,5
24,这里,比较有乡春田野的特色,1,5
25,主题公园,非常好,1,5
25,主题公园,可以遛弯带孩子,1,5
26,学雷锋主题公园,珠市口附近,2,2
26,学雷锋主题公园,经常路过这里,2,2
26,学雷锋主题公园,地铁直接出来就是,2,2
27,学雷锋主题公园,很有教育意义,1,5
27,学雷锋主题公园,可以带孩子来逛逛写个周记,1,5
28,区域,“生旦净末丑”雕塑,1,5
29,公园位置,前门大街往西不到200米,2,2
