id,a,o,f,ZT
1,博物馆,游客很少,2,5
1,藻井,精美,1,5
1,北京工会卡,免费,1,5
2,中国古代建筑博物馆,在育才中学边上,2,5
2,中国古代建筑博物馆,里面有藻井,1,5
2,中国古代建筑博物馆,学知识的好地方,1,5
2,中国古代建筑博物馆,有机会还要再去,1,5
3,网红藻井,繁复庄严,1,6
3,网红藻井,好看,1,6
4,实验田,知道麦子长啥样,1,3
5,博物馆,离天坛很近,1,2
5,天坛,很方便,1,2
6,此展,形象化地阐释其发展概貌,1,5
7,北京古代建筑博物馆基本陈列,2000年对外开放,2,5
7,北京古代建筑博物馆基本陈列,2011年改陈后基本保持到现在,2,5
8,盘龙藻井,霸气,1,3
9,太岁殿,知道为啥,2,5
10,中国古建筑博物馆,明清时期皇帝祭祀神农先祖御驾亲耕一亩三分田地的地方,2,5
11,先农坛,有免费的停车场,1,2
12,太岁殿,明清两代帝王祭祀太岁和十二月神的地方,2,5
13,太岁殿,始建于明永乐十八年,2,5
13,太岁殿,明代称山川坛正殿单檐歇山顶面阔七间,2,5
14,太岁殿,中国古代建筑历史文化变迁的展览厅,2,5
15,太岁殿,主要陈设有隆福寺藻井山西应县木塔和故宫角楼的模型,2,5
16,中国古代建筑博物馆,非常值得学习参观,1,5
17,向导,懂得讲,2,6
18,专业人士的讲解,明白中华文明的精妙,1,6
19,讲解,很有收获,1,6
20,藻井,雕龙画柱,1,5
20,藻井,美仑美奂,1,5
21,藻井,花纹,1,5
21,藻井,雕刻,1,5
21,藻井,彩画,1,5
22,藻井,以龙为首,1,5
23,藻井,中国古建之精华,1,5
24,博物馆,以先农坛为载体,2,2
24,博物馆,北近南纬路,2,2
24,博物馆,南邻育才学校操场,2,2
25,先农坛和地祗坛石龛的遗迹,格外肃静,1,5
26,太岁殿,宽阔的院落,1,5
26,太岁殿,气势宏大,1,5
27,专题展览,简要介绍,2,5
28,藻井,最值得观赏,1,5
28,藻井,琼楼玉宇,1,5
28,藻井,彩绘的星宿神像,1,5
29,星像图,神秘,1,5
29,星像图,四大金刚守护,1,5
29,星像图,稀世珍宝,1,5
30,影壁,有趣,1,6
31,展品,不局限于北京建筑文物,2,5
31,外地文物,不多,0,5
32,题目,以国字头,2,6
33,买票,通过小程序,2,4
33,买票,买到周日下午的票,1,4
34,参观,午餐后前去,2,4
34,取票,进门后先取票,2,4
34,入门处,再往里走才是,2,4
35,健康码检查,严格,1,4
35,体温检测,严格,1,4
35,入内参观,可以,2,4
36,停车场,内部停车场,2,2
36,停车,需从入门处进入,2,2
36,免费停车场,右转便是,2,2
37,博物馆,北京五坛之一的先农坛内,2,2
37,博物馆,离天坛公园西门很近,1,2
38,太岁殿的多层藻井,最值得看,1,5
38,太岁殿的多层藻井,国家一级文物,1,5
38,太岁殿的多层藻井,镇馆之宝,1,5
39,藻井,古建筑的天花板,2,5
39,藻井,遮挡屋顶的构件,2,5
39,藻井,呈伞盖形,2,5
39,藻井,细密的斗拱承托,2,5
39,藻井,榫卯结构,2,5
39,藻井,彩画、浮雕以及藻类装饰,2,5
40,导航,务必导古建筑博物馆北门,2,2
40,导航,千万别导先农坛,2,2
41,藻井,美轮美奂,1,5
41,藻井,穿梭于上下五千年的历史中,2,5
42,建筑,精美绝伦,1,5
42,建筑,内涵丰富,1,5
42,先人,智慧和灵巧的双手,1,5
43,先农坛,中国古代,2,5
43,先农坛,古香古色的皇家园林,1,5
43,先农坛,中山公园+故宫的感觉,1,5
44,博物馆入口,小众,2,2
44,博物馆入口,和天坛西门很近,1,2
45,博物馆,和学校彼邻,2,3
45,博物馆,安静惬意充满生机,1,3
46,中国古建筑,了解从人类起源开始,1,5
46,中国古建筑,从宫殿到老百姓房屋,1,5
46,中国古建筑,从园林建筑到防御建筑,1,5
47,旁边展览,不要忽略,1,5
47,实景,有意思,1,5
48,中国古代建筑展,值得一看,1,5
49,中国古代建筑展,展现,1,5
50,小众博物馆,值得,1,5
51,有一些瞬间,穿越了时间的长河,1,5
52,博物馆,祭祀先农之神、举办亲耕亲祭大典的地方,1,5
53,博物馆,展示了古建筑发展,1,5
54,隆福寺的藻井,镇馆之宝,1,5
55,同时观看,一亩三分擘画天下,1,5
56,展厅,扫码聆听,1,6
