id,a,o,f,ZT
1,北京市东城区第二图书馆书刊外借处,有局限性,0,4
1,广福观,有更大的功能和作用,1,4
2,,如果这里是个小博物馆或者小展览馆该有多好,1,7
2,,做为探古来说肯定是失望的,0,7
2,,北京有太多的古迹都被占着,0,7
2,,希望古迹能发挥更多更广的效用,1,7
3,火神庙,始建于明代,1,5
3,火神庙,全称敕建火德真君庙,1,5
4,东城第二图书馆,原是工作场所,2,4
5,古迹,不对外开放,0,7
5,古迹,没有供奉贤圣,0,7
5,古迹,单纯,0,7
6,工作人员,说这里曾经是四合院,2,7
6,四合院,住老百姓,2,7
6,四合院,后来改图书馆,2,7
6,古迹,现在啥都没有,0,7
7,古迹,保存在闹市中,1,2
7,周围,现代化的高楼,1,2
8,火神庙,经过修缮,1,7
8,火神庙,已荒废,0,7
9,家附近,古建筑,2,2
9,似乎,不开放,0,2
10,火神庙,不知道,0,2
11,花市道路,修宽,1,2
12,庙外市场,有不少售卖绢花,1,5
12,花儿市地名,因此得来,2,5
13,社区图书馆,古建合理利用,1,3
14,没开门,有时间再来里面看看,0,4
15,沃尔玛超市,路过,2,2
16,物美,再来没路过,0,2
17,花市火神庙,东城区图书馆使用,2,3
17,花市火神庙,临时的借阅处,2,3
18,火神庙,历史悠久,1,5
19,火神庙,主祀南方火德真君,2,5
19,火神庙,配祀北方真武大帝,2,5
20,火神庙,神木厂悟元观的下院,2,5
20,火神庙,祀火德真君,2,5
21,火神庙,被定为北京市文物保护单位,1,5
22,火神庙,原有山门,2,5
22,火神庙,钟鼓楼,2,5
22,火神庙,前院主殿,2,5
22,火神庙,东、西配殿,2,5
22,火神庙,后院主殿,2,5
22,火神庙,东、西配殿,2,5
23,该庙,有山门,2,5
23,该庙,前院主殿,2,5
23,该庙,东、西配殿,2,5
23,该庙,后院主殿,2,5
23,该庙,东、西配殿,2,5
24,前院主殿,勾连搭硬山顶式建筑,2,5
24,前院主殿,装饰有黄琉璃双龙戏珠,1,5
24,前院主殿,绿琉璃剪边,1,5
25,北京城内,多建有火神庙,2,5
26,花市火神庙,比不上什刹海那座或者现在市道教学会所在的吕祖宫,0,5
27,花市这座,已被辟为社区图书馆,2,5
28,古迹再利用,最好的方式,1,7
29,火神庙,祭祀火德真君,2,7
30,原住户搬迁,满地狼藉,0,3
31,石碑基座,静卧其间,2,3
31,石碑基座,古物,1,3
32,居民,没毁,1,7
33,交通,便利,1,2
33,地铁公交车,很多,1,2
34,火神庙,历史悠久,1,7
35,老北京的火神庙,近20座,1,7
35,敕建,不多,0,7
36,火神庙,皇帝批准,1,7
36,火神庙,官家修建,1,7
36,规制,不低,1,7
37,建筑风格,四合院类型,1,5
37,建筑风格,灰瓦红墙,1,5
37,建筑风格,古朴庄重,1,5
37,建筑风格,古代道观风格,1,5
38,崇文门现代时尚商圈,不起眼,0,2
38,崇文门现代时尚商圈,需要仔细找找,0,2
39,火德真君庙,通常人们都叫花市火神庙,2,5
40,火神庙,没有人烧香拜佛,0,5
40,火神庙,演变为商业集市,1,5
41,房间内部,改为图书馆,1,4
41,图书馆,干净整洁,1,4
41,图书馆,可以借阅图书,1,4
42,花市火神庙,很有历史,1,5
43,拆迁,大动作不断,0,2
43,新建居民社区国瑞城,手下留情,1,2
43,新建居民社区国瑞城,保留了下来,1,2
43,新建居民社区国瑞城,进行了翻建,1,2
44,火神庙,被利用起来,1,4
44,东城第二图书馆,主要向成年人和儿童少年借阅图书,1,4
44,东城第二图书馆,满足人们对读书的需求,1,4
45,图书馆,没有阅览室,0,4
45,图书馆,只能是凭借书证在那儿借书,2,4
45,图书馆,还书,2,4
45,图书馆,拿回去阅览,2,4
46,对外借书时间,周二至周日每天上午10：00至下午l7：00,2,4
47,花市火神庙,位于东城西花市大街,2,2
48,后院,负责周边地区的消防工作,2,7
49,国瑞城购物中心东侧,隐藏个火神庙,2,2
50,前后左右的高楼,几乎把它包了个严严实实,0,3
51,西花市大街的小十字路口,刚好看这花神庙的绿瓦红墙,2,3
52,门口,挂着另外一个牌子,2,2
52,,北京市东城区第二图书馆,2,2
53,花市火神庙,小有名气,1,7
54,花市火神庙,公布为市级文物保护单位,2,7
55,花市火神庙,对外开放,2,5
55,花市火神庙,成为东城区第二图书馆,2,5
56,东城区第二图书馆,干净整洁,1,3
56,东城区第二图书馆,位于闹市区,1,3
56,东城区第二图书馆,交通方便,1,3
57,东城区第二图书馆,有少儿图书和成人图书两部分,2,5
58,花市火神庙正殿,绿琉璃黄剪边勾连搭形式,2,5
59,花市火神庙正殿正脊,六条龙,2,5
59,花市火神庙正殿正脊,六条凤,2,5
59,花市火神庙正殿正脊,火龙珠,2,5
59,花市火神庙正殿正脊,纹饰独特,1,5
60,花市火神庙院内碑,文字湮灭,0,5
60,花市火神庙院内碑,只依稀可辨数字,2,5
61,花市火神庙院内碑,似为正德七年所立的《火神庙记》碑,2,5
61,花市火神庙院内碑座,雕着长鼻子龙戏火球,1,5
61,花市火神庙院内碑座,侧面是山羊,2,5
62,花市火神庙院内碑,耐看,1,5
62,花市火神庙院内碑,线条圆润,1,5
62,花市火神庙院内碑,细节扎实,1,5
62,花市火神庙院内碑,形象灵动,1,5
63,花市火神庙院内碑,撰有《重修火德真君庙碑记》,2,5
63,花市火神庙院内碑,立于民国二十九年,2,5
64,花市火神庙,火神光顾,2,7
64,花市火神庙,1939年重建,2,7
65,花市火神庙,现在是东城区第二图书馆,2,5
65,花市火神庙,不失为一个好的归宿,1,5
66,位置,距离国瑞购物中心和搜秀城较近,2,2
67,景点,比较袖珍,2,5
67,景点,全名为敕建火德真君庙,2,5
68,景点,始建于明穆宗隆庆二年,2,7
68,景点,重建于清高宗乾隆四十一年,2,7
69,景点,可以来转转,1,5
69,景点,周一闭馆,2,5
70,火神庙,没找到,0,2
71,到达目的地,顺利,1,4
72,里面,只有三间房子,0,3
72,工作人员,搬书,2,3
73,没去过的朋友,不要去,0,5
73,景点,什么都没有,0,5
74,,得偿所愿,1,5
75,火神庙,不起眼儿,0,5
76,崇文门新世界国瑞城,有这么一坐庙,1,5
77,崇文图书馆,现在叫东城区第二图书馆,2,5
78,里面,冬暖夏凉,1,3
78,空调,开的巨足,1,3
79,花市火神庙,有切糕王、豆汁马、茶汤丁家等小店,1,5
80,花市火神庙,有扒糕、驴打滚儿、蒸儿又炸、炸豆腐、荤炸四头等,1,5
81,东城区第二图书馆,装载的万千书籍,2,5
81,传说,美丽,1,5
82,地址,东城区崇文门外西花市大街113号,2,2
83,开放时间,周二至周日10:00到17:00,2,2
84,注意事项,图书馆可凭身份证办理借书卡,2,4
85,花市火神庙,隐藏在新世界各种高楼大厦之间,2,5
86,花市火神庙,静静伫立在那里见证者沧海桑田,1,7
87,从来没进去过,路边停下来看看,2,5
88,发现火神庙,很偶然,2,2
89,济南亮有福利04135,为神木厂悟元观的下院,2,7
89,济南亮有福利04135,供奉火德真君,2,7
90,济南亮有福利04135,每月逢四之日均有庙会,2,5
91,该庙,建有山门、大殿、后殿等,2,3
92,正脊正面,为六条龙,2,3
92,正脊正面,配葵花、菊花等纹饰,2,3
93,花市火神庙,花市路口往东,2,2
93,花市火神庙,把着路东北角儿,2,2
94,小庙儿,没什么印象,0,7
95,小庙儿,现在是东城区第二图书馆,2,2
96,火神庙,艺术价值较高,1,7
97,火神庙,对外开放,1,2
97,东城区图书借阅处,小小的一方天地,2,2
98,图书,挺多,1,3
98,图书馆,有种莫名味道,2,3
99,花市火神庙,有历史价值,1,7
99,花市火神庙,始建于明代龙庆年间,2,7
99,花市火神庙,在清代乾隆年间重建,2,7
100,庙会,每月逢四之日均有,1,5
100,庙会,出售各种娟纸花,1,5
101,花市火神庙,定为北京市市级文物保护单位,1,7
102,建筑,包含山门大殿后殿,2,3
102,建筑,精美正脊和花饰著称,1,3
