id,a,o,f,ZT
1,交通,极其方便,1,2
2,卫生间,四处,1,3
2,卫生间,较小,0,3
2,卫生间,都有,1,3
2,卫生间,较大些,1,3
3,设备,可以租赁,1,6
4,展厅,四层,2,5
4,地下一层,恐龙乐园,1,5
4,地下一层,人体标本,1,5
4,地下一层,在装修,0,5
5,一层,恐龙标本,1,5
5,水族厅,在装修,0,5
5,临展厅,需要20元票,0,5
6,二层,植物厅和非洲厅,1,5
6,二层,植物动物挺好玩,1,5
6,人之由来展厅,知识型挺强,1,5
7,探索角,平时不开放,0,4
7,探索角,得在一楼预约,2,4
7,探索角,免费的,1,4
8,三层,影院,2,5
8,影院,需购票,2,5
8,影院,20元,2,5
9,陈设,相互友好的交流和合作,1,5
10,马赛人的展厅,可以瞭望马赛人的村庄,2,5
11,马赛人的茅草屋,感受马赛人的生活气息,2,5
12,与马赛人观望,近距离,2,5
12,感受非洲,足不出户,2,5
13,展览,认识一个全面真实的非洲,2,5
14,带孩子来,科普教育,1,6
15,国家自然博物馆,非常适合小学生参观,1,5
16,非洲展厅,神奇,1,5
17,免费讲解,定时,1,6
18,标本,壮观,1,5
18,非洲草原,复原,1,5
19,景点,专门介绍非洲,1,5
19,了解地理人文,有帮助,1,5
20,,有意思,1,5
20,参观,适合,1,5
20,自然风光,领略,1,5
21,非洲文化的展厅,小朋友们非常喜欢,1,5
21,地方,非常喜欢,1,5
22,自然博物馆,有图片有模型,2,5
22,自然博物馆,生动立体,1,5
22,自然博物馆,挺好玩儿,1,5
23,非洲动物模型,增长见识,1,5
24,交通,很方便,1,2
24,环境,好,1,2
24,,下次还去,1,2
25,展览,有意思,1,5
25,展览,学习知识,1,5
25,展览,丰富业余时间,1,5
26,交通,便利,1,2
26,公交或地铁,直达,1,2
27,神奇的非洲,北京自然博物馆A区二层,2,2
28,非洲茅草屋,有厨具劈柴火塘床,1,5
29,动物标本,很多,1,5
30,野生动物标本,惟妙惟肖生动有趣,1,5
31,门票和影厅票,需要在网上提前预约,2,4
32,票,几乎不可能约到,0,4
32,现场,不售票,0,4
33,自然博物馆,点多面广,1,5
33,自然博物馆,增长知识,1,5
33,自然博物馆,开拓眼界,1,5
33,自然博物馆,值得一去,1,5
34,标本、仿真动物、骨骼,不喜欢,0,5
35,感觉,很稀罕,0,5
36,恐龙馆跟非洲馆,每个小男生都喜欢的地方,1,5
