ID,sentence,REP,UNQ,DIV,EMO,ZT
27,"主要是感觉很干净,还想吃一下这家别的吃的。",0.3111,0.6,0.25,0.16666666666666666,3
28,希望店家一如既往的保持干净以及食材新鲜的传统。,0.3111,0.6,0.25,0.3333333333333333,3
38,"位于红挢海鲜市场地下一层靠里面的档口,目测卫生比其他档口好一些。",0.1556,0.6,0.125,0.16666666666666666,3
44,之前在外卖上点过他家的凉皮、对比街边小摊的凉皮在环境上当然是更胜一筹、干净卫生。,0.3111,0.5813,0.25,0.3333333333333333,3
48,"大冬天,想吃凉皮的我,冬天我居然想吃凉皮了,我也不知道自己怎么想的,嘿嘿！环境还可以,中午人也不是很多。",0.3111,0.6,0.25,0.3333333333333333,3
19,"只不过第一次少送了点东西,打电话后立马说下次补送,服务态度很好。",0.3111,1.0,0.25,0.3333333333333333,4
21,"点的外卖,三个肉夹馍,只有两个是包装完好的,另一个胶条没有封好直接粘在了袋子里面,可想而知,服务如何。",0.4667,1.0,0.375,0.23809523809523808,4
54,店主很有爱还整一颗薄荷糖吃完去味．．．,0.3111,1.0,0.25,0.3333333333333333,4
1,"凉皮和肉夹馍都可以,豆角焖面太甜了。",0.0657,0.381,0.375,0.4047619047619047,5
2,「迷你肉夹馍」「先生家私房麻酱凉皮」「鱼豆腐土豆粉」「传统鲜椒凉皮」「老坛酸菜鸡丝米线」味道可以。,0.0598,0.1429,0.625,0.8333333333333333,5
3,凉皮里为什么要放紫衣甘蓝圆白菜和玉米。,0.1556,0.0476,0.125,0.07142857142857142,5
5,"菜品味道还不错,卫生干净,环境挺好的,推荐大家购买．．．",0.3733,0.0952,0.5,0.6666666666666666,5
6,「传统麻酱凉皮」凉皮我的最爱觉得这家凉皮挺好次的「现烤酥皮肉夹馍」在配个肉夹馍绝配．．．,0.2385,0.1429,0.375,0.4999999999999999,5
7,"凉皮味道不错,酱料放上后扑鼻的香味,味蕾已经控制不住了,开炫．．．",0.3333,0.2857,0.375,0.4999999999999999,5
8,"他们家升级了之后,那个藤椒鸡腿夹馍也很好吃．．．",0.0173,0.0476,0.125,0.16666666666666666,5
10,"他家的凉皮我爱吃,甜酸辣的,一直都喜欢这个口味,再配个烤冷面．",0.2593,0.1765,0.375,0.3333333333333333,5
14,"吃过了很多次他们家的烤冷面,味道说不上好。",0.1556,0.0952,0.125,0.07142857142857142,5
15,就和家里做的比起来料可能还不是很足。,0.0519,0.0476,0.125,0.07142857142857142,5
17,"他家的凉皮也不错,不过比起凉皮我更喜欢吃他家的牛筋面。",0.2074,0.1905,0.25,0.3333333333333333,5
