ID,sentence,REP,UNQ,DIV,EMO,ZT
1,这家吃福记羊棒骨烩面馆在天桥南北纬路路口东南角。,0.1875,0.3333,0.1667,0.0,2
16,"特意绕道来天桥他家,新店门脸不大红色招牌看着喜气。",0.375,0.3333,0.3333,0.16666666666666666,2
26,"每天上午10点就开始有人排队了,到中午大堂都坐满了。",0.0,0.3333,0.3333,0.3333333333333333,2
52,"最近到友谊医院看病,无意间发现了这家店铺。",0.1875,0.3333,0.1667,0.0,2
53,虽然还在修路但是还是有许多顾客。,0.1875,0.3333,0.1667,0.16666666666666666,2
63,"从北五环外到南二环,就为了吃这家羊头,确实值得。",0.1875,0.3333,0.1667,0.16666666666666666,2
17,"小桌不少,产品菜单很实在,羊头羊蹄面条等等。",0.5625,0.2222,0.5,0.3333333333333333,3
29,"环境干净整洁,属于快餐,上菜非常快。",0.375,0.2123,0.3333,0.3333333333333333,3
34,"地上有掉的食物残渣,大婶也看不见。",0.375,0.2222,0.3333,0.14285714285714285,3
36,"最后只能自己挪桌子,都快贴上边上的桌子了。",0.375,0.2222,0.3333,0.14285714285714285,3
37,"表面的卫生都如此之脏,可想后厨啊！",0.375,0.2222,0.3333,0.14285714285714285,3
38,"店里还有老大爷们抽烟喝酒,又吵又呛。",0.1875,0.2222,0.1667,0.07142857142857142,3
43,"环境挺一般的,像快餐店一样,卫生也那么回事儿,尝个鲜还可以,聚餐不合适。",0.5625,0.218,0.5,0.21428571428571425,3
47,本来冬天穿的就多羽绒服脱了都没地方放.,0.1875,0.2222,0.1667,0.07142857142857142,3
54,"进店几乎没有座位,等了片刻还真有空位。",0.375,0.2222,0.3333,0.23809523809523808,3
19,"我们头天去了只有一个看店的师傅,一问说是员工培训去了没开门！这扫兴！",0.1875,0.3333,0.1667,0.07142857142857142,4
33,"我和服务员大婶说:麻烦您再擦一下好吗？大婶不拿抹布,就拿桌上的纸巾擦。",0.375,0.3333,0.3333,0.14285714285714285,4
35,"我又去请,能不能打扫一下,大婶就扫一下。",0.375,0.3333,0.3333,0.0,4
46,服务员看我们是两个人来的就不让我们坐四人桌.,0.1875,0.3333,0.1667,0.07142857142857142,4
55,"我们在大众点的套餐,88元羔羊大棒骨两碗精致拉面。",0.5625,0.3333,0.5,0.0,4
68,坐下来点完餐也没看到服务员打招呼。,0.1875,0.3333,0.1667,0.07142857142857142,4
2,"特色是烩面,牛肉面,羊棒骨,卤羊头,羊肉串,各种小菜。",0.1023,0.5714,1.0,1.0,5
4,"总刷到羊头好吃,终于找到一家能尝尝的！",0.0,0.3929,0.1667,0.16666666666666666,5
5,"朋友都觉得吓人不吃,我跟搭子吃得很欢快。",0.1875,0.0714,0.1667,0.16666666666666666,5
6,"他家口味特别重,脑瓜部分有点臭烘烘的,我和搭子沉迷扒羊头最后才发现。",0.5625,0.1786,0.5,0.3095238095238095,5
7,"但是羊头这些筋皮真的很好吃烩面也好吃,也咸。",0.1375,0.4643,0.5,0.4047619047619047,5
8,"单独的羊蹄不太干净,有指甲什么的,吃羊蹄的朋友也放弃这个了。",0.4375,0.0357,0.5,0.21428571428571425,5
9,"棒骨锅倒是挺好吃性价比可以,但是要确定新鲜再吃哦。",0.3849,0.0357,0.5,0.3333333333333333,5
10,跟着朋友来到这家店真的惊艳我到我了！！！,0.0,0.0714,0.1667,0.16666666666666666,5
11,"羊棒骨特别的入味,特别好吃,里面的骨髓更是精髓,吸管一吸满满的满足感和幸福感。",0.725,0.1786,0.8333,0.8333333333333333,5
12,"他们家的其他河南菜、烧烤也都非常的好吃,下次还会过来光顾的！！！",0.2072,0.0357,0.5,0.4999999999999999,5
13,"「羔羊羊大骨棒」咸香,趁热吃,吸吸骨髓,油香满口！",0.25,0.5357,0.3333,0.3333333333333333,5
14,"「凉菜拼盘」小凉菜品种挺丰富,黄瓜、豆腐皮、花生米、木耳、葱头、芹菜,随意拼的,味道不错！",0.25,0.0714,0.3333,0.3333333333333333,5
15,"「大碗精品烩面」烩面清清淡淡的汤底,越吃越有味,不错！",0.375,0.0714,0.3333,0.3333333333333333,5
18,"我家先生看**介绍吃福记麻辣羊头网红打卡的店,心心念念就要去吃。",0.375,0.0357,0.3333,0.3333333333333333,5
20,"说着话陆陆续续还有不少人过来,看来确实很火爆！",0.1875,0.0357,0.1667,0.16666666666666666,5
21,"第二天早早到了店里,已经有不少人在吃羊头了。",0.0,0.3214,0.1667,0.16666666666666666,5
22,"我们只好拼桌,羊头很快端上来,热气腾腾香气扑鼻。",0.375,0.1429,0.5,0.4999999999999999,5
23,"还送一只羊蹄品尝,又要了几个羊肉串。",0.0,0.1786,0.3333,0.3333333333333333,5
24,"有不少人吃羊棒骨烩面,体验感,羊头羊蹄软烂入味。",0.0,0.1071,0.1667,0.16666666666666666,5
25,"这家店位于天桥,是在北京最好吃的麻辣羊头。",0.375,0.0357,0.3333,0.16666666666666666,5
27,外面还有排队等位的羊棒骨和麻辣羊头是每桌必点的。,0.1875,0.1429,0.3333,0.3333333333333333,5
28,"糕羊棒骨骨髓很好吃,非常香,更有营养。",0.3971,0.4286,0.5,0.4999999999999999,5
30,"今天吃的是羊蹄,看着不错物美价廉。",0.2143,0.0357,0.3333,0.3333333333333333,5
31,而且我上次就评论了他家的烩面还是不错的。,0.075,0.0357,0.1667,0.16666666666666666,5
32,"还搭配一个卤蛋,两个鹌鹑蛋,两串卤豆皮。",0.4375,0.0357,0.5,0.4999999999999999,5
39,羊肉烩面是招牌吧？烩面的羊汤才重要的。,0.25,0.0357,0.3333,0.0,5
40,中规中矩绝对不会走进第二次的店……,0.25,0.0357,0.3333,0.14285714285714285,5
41,"位于天桥的「羔羊羊大骨棒」羊棒骨很入味,整体味道还不错。",0.1518,0.5045,0.3333,0.3333333333333333,5
42,"「羊蹄」羊蹄儿照片看着就很烂糊,咬下去一口还真的是,入口即化的感觉。",0.1875,0.25,0.1667,0.16666666666666666,5
44,"口味不那么正宗,羊蹄挺烂的,羊棒骨基本没肉,只能吸点骨髓,其他的菜也一般。",1.0,0.1429,0.8333,0.35714285714285715,5
45,"有人点的羊头基本没怎么吃,可见真的很一般,价钱还特贵,感觉一般。",0.3125,0.2143,0.5,0.21428571428571425,5
48,我吃的第一个棒骨的骨髓不是很新鲜.,0.1875,0.0357,0.1667,0.07142857142857142,5
49,「羔羊羊大骨棒」羊棒骨是他们家招牌骨髓还是蛮香的.,0.1875,0.3571,0.1667,0.16666666666666666,5
50,「羔羊肉串」羊肉串是现烤的出锅撒上孜然辣椒真滴很香!,0.0625,0.2143,0.1667,0.16666666666666666,5
51,"一碗面满满当当,还给加了豆皮和卤蛋。",0.4375,0.0357,0.5,0.4999999999999999,5
56,"飘雪的冬天来一碗羊肉烩面可真带劲儿啊羊棒骨也超级香,骨髓很多,就是稍微有点咸。",0.625,0.3571,0.6667,0.5714285714285713,5
57,"听说不错,来了打卡,结果,棒骨有羊毛,跟服务员说了,换了。",0.375,0.0357,0.3333,0.07142857142857142,5
58,刚开始上的骨头上面肉还可以挺多。,0.1875,0.0357,0.1667,0.16666666666666666,5
59,"吃着吃着吃到一个骨头估计是僵尸骨头,都康了。",0.25,0.0357,0.3333,0.14285714285714285,5
61,"味道中规中矩,毕竟这个价格要啥自行车！",0.25,0.0357,0.3333,0.07142857142857142,5
62,作为平时的工作餐来说还是可以的！,0.1875,0.0357,0.1667,0.16666666666666666,5
64,"羊头肉软烂入味,站着蒜汁,稍微有些辣,也不会很腻。",0.4125,0.2857,0.5,0.4047619047619047,5
65,"羊棒骨是这家招牌,骨头上肉虽然不多,但真的又嫩又入味。",0.125,0.3214,0.3333,0.3333333333333333,5
66,"烩面也好好吃,汤是用羊棒骨熬的,很鲜。",0.1,0.4286,0.3333,0.3333333333333333,5
67,"面皮很薄,羊汤已经浸入面皮,所以面皮也很有味。",0.375,0.2857,0.3333,0.3333333333333333,5
69,"特别好吃,专门开车一个小时过来吃的,烩面也好吃．",0.0375,0.0357,0.3333,0.3333333333333333,5
70,超好吃羊蹄软糯脱骨辣味恰到好处．,0.3971,0.1071,0.5,0.4999999999999999,5
71,"烩面不错,吃过两次了,看样子店里有很多回头客．",0.2625,0.0357,0.3333,0.3333333333333333,5
72,"骨髓香浓醇厚,每一口都是满满的幸福感！",0.225,0.0357,0.3333,0.3333333333333333,5
73,"烩面,加鸡蛋和豆皮,加点辣椒,醋,味道不错。",0.625,0.0357,0.6667,0.16666666666666666,5
74,"很实惠的一家面馆,羊棒骨很香,值得品尝．",0.2875,0.3214,0.5,0.4999999999999999,5
75,"羊头趁热吃很好吃,价格实惠,还会继续回购．",0.375,0.4286,0.5,0.4999999999999999,5
76,大碗烩面一股抹布味……不会再去了．．．．．．,0.375,0.0357,0.3333,0.14285714285714285,5
77,"羊棒骨美味极了,隔壁桌羊头看上去也非常诱人！",0.375,0.6071,0.3333,0.3333333333333333,5
78,"羊头软烂,很多顾客早早来排队买了打包。",0.5625,0.1071,0.3333,0.16666666666666666,5
79,"味道正宗,面量很大,价格实惠,还送软饮,非常好的体验。",0.5375,0.035,0.8333,0.8333333333333333,5
3,已经下午两点了挺遗憾吃了点羊脚。,0.375,1.0,0.3333,0.07142857142857142,7
60,"算了,不找服务员了！下次不来了,打卡的请慎重？",0.375,1.0,0.3333,0.14285714285714285,7
