ID,sentence,REP,UNQ,DIV,EMO,ZT
2,"他家的米饭是自助的,是五常大米,非常好吃,你每个人都很筋道。",0.4286,0.5625,0.4286,0.2857142857142857,1
5,"加3块9可以换个饮料,加三块钱可以换购黑鱼,每道菜都会送两个配菜,免费的。",0.5714,0.5625,0.5714,0.2857142857142857,1
6,"基本上饭量小的人两个人吃一份就够了,米饭无限续,所以是比较划算的,很多都是一家人来吃的。",0.4762,0.5625,0.5714,0.4285714285714285,1
26,大众点评团购套餐价格是31元/份。,0.1429,0.5625,0.1429,0.0,1
28,31元解决一个工作餐还是很好的一个选择。,0.1429,0.5625,0.1429,0.14285714285714285,1
47,鱼你在一起打工人一定不要错过这家店。,0.1429,0.5625,0.1429,0.14285714285714285,1
74,价格合适量大配菜也多多啊店内干净．,0.4762,0.5625,0.5714,0.5714285714285714,1
93,"超级划算,四个人吃得很好,才一百多元,服务也超级好。",0.2857,0.5625,0.5714,0.5714285714285714,1
3,"每次来的时候食客都很多,基本上是满座的。",0.2857,0.45,0.2857,0.2857142857142857,2
8,"吃完了歇一会儿,下一层可以直接坐地铁5号线,2号线,很方便。",0.0286,0.45,0.1429,0.14285714285714285,2
12,"逛完天安门很晚了,想找点东西吃,看到这家时小哥已经开始收拾卫生。",0.1429,0.45,0.1429,0.0,2
16,"总体来说,这是一家值得推荐的餐厅。",0.1429,0.45,0.1429,0.14285714285714285,2
24,"在魔方地下一层,临时解决午饭,主打一个方便、快。",0.3143,0.45,0.4286,0.2857142857142857,2
37,"带老人去同仁医院看病,中午的时候找吃饭的地方,搜到了这里,立即决定就这里了,位置很好找,同仁出了过了大马路就是了,进了商场直奔地下一层。",0.0952,0.417,0.1429,0.14285714285714285,2
41,"这个商场下面还有很多,来医院再也不怕没吃的了。",0.0286,0.45,0.1429,0.14285714285714285,2
42,"崇文门商圈,地铁通道可以直通,魔方购物中心负一层,过了饭口店里没人。",0.5714,0.45,0.5714,0.0,2
49,这家鱼你在一起位于合景魔方负一层。,0.1429,0.45,0.1429,0.0,2
94,"位置在合景魔方地下一层,电梯后面,很好找。",0.0408,0.417,0.1429,0.14285714285714285,2
11,"但是量挺大的,一个人吃饱没有问题,而且整体就餐环境干净整洁。",0.3061,0.4091,0.4286,0.4285714285714285,3
13,"这家“鱼你在一起”餐厅,环境优美,温馨舒适。",0.0952,0.8039,0.2857,0.2857142857142857,3
15,"餐厅是开放式,在这里用餐,既能品尝美食,又能享受愉悦的用餐氛围。",0.4286,0.4091,0.4286,0.2857142857142857,3
17,"在后魔方地下一层最靠里面一侧,人不是很多,环境很干净。",0.1429,0.4091,0.1429,0.14285714285714285,3
30,"一家以新鲜鱼类为特色的鱼火锅店,环境雅致,服务热情。",0.4286,0.4091,0.4286,0.4285714285714285,3
53,与你在一起就吃鱼你在一起呀摩方B1层．,0.2824,0.6289,0.7143,0.7142857142857142,3
