ID,sentence,REP,UNQ,DIV,EMO,ZT
3,"在北京友谊医院看病,往北走进胡同第一个口往东一拐弯,就看到了这家快餐厅。",0.2308,0.625,0.2,0.0,2
17,"来友谊医院体检,等着拍胸片的时间出来觅食。",0.0,0.625,0.2,0.0,2
18,"周边早点铺挺多,人也不少,刚刚在医院里已经挤够了,实在不想吃点东西都要人挨人。",0.9231,0.625,0.8,0.4571428571428572,2
19,"大众点评搜索一下,发现附近有护国寺小吃。",0.4615,0.3125,0.4,0.19999999999999998,2
20,"当然是和早点铺子比,不出所料,店里面也就10%的上座率,清净得很,此时早上9点半。",0.6923,0.3125,0.6,0.39999999999999997,2
23,"门口还有永定门烤串,楼上是虾吃虾涮,不过这门帘儿导致我以为护国寺小吃都不开门了,",0.6923,0.3125,0.6,0.08571428571428572,2
30,"离开北京之前不能留遗憾,最后一天晚上决定去试下护国寺小吃的驴打滚。",0.2308,0.625,0.2,0.0,2
53,"这个地方不好停车,大家可以停在路口的邮政所前停车位。",0.4615,0.3125,0.4,0.2857142857142857,2
61,这家护国寺小吃位于烟火气息十足的留学路。,0.2308,0.3125,0.2,0.0,2
62,友谊医院门诊对面胡同内的一家家餐饮小店。,0.2308,0.9375,0.2,0.0,2
77,"地点在一个小区里,和烤肉、虾吃虾涮火锅共用一栋楼。",0.2308,0.3125,0.4,0.0,2
83,"友谊医院北门斜对面的胡同走100米路西,大门在北边,🈶路标指引。",0.2308,0.9375,0.2,0.0,2
86,心心念念想吃护国寺小吃今天终于有时间去了。,0.0,0.625,0.2,0.0,2
98,老字号老北京小吃店之一进胡同没走多远就能看到。,0.2308,0.3125,0.2,0.19999999999999998,2
100,位置比较靠里面都是附近居民去吃的新出的牛肉馄饨好次！,0.4615,0.3125,0.4,0.19999999999999998,2
105,从北海公园出来在路边看到想着来尝尝小吃走了进来人还不少。,0.2308,0.625,0.2,0.0,2
4,"这是第二次来了,每次来人都不多,餐桌不少,可以同时容纳很多人用餐。",0.6923,0.7143,0.6,0.39999999999999997,3
33,环境如果不嫌弃桌子油油的话需要自己动手擦的话可以来试试！,0.4615,0.7143,0.4,0.17142857142857143,3
43,"而且桌子也没人收拾,感觉就是私人作坊。",0.2308,0.7143,0.4,0.17142857142857143,3
54,"进入饭店整体干净,品种还是很多的。",0.4615,0.7143,0.4,0.39999999999999997,3
58,北京现在这些老字号小吃店感觉都是一个模子刻出来的。,0.2308,0.7143,0.2,0.08571428571428572,3
67,"可能是靠近医院的缘故,倒是干净明亮。",0.2308,0.7143,0.2,0.19999999999999998,3
78,"并没有严格区分就餐区域,所以环境一般,显得有点乱。",0.4615,0.7036,0.4,0.17142857142857143,3
5,"基本上没有服务,前台点餐,然后自己端。",0.4615,1.0,0.4,0.17142857142857143,4
68,"服务：基本都是自助,毕竟这种非常实惠的便民餐馆就别这么多要求了,好像还能用老年卡。",0.4615,1.0,0.4,0.19999999999999998,4
71,"护国寺小吃一般老人喜欢来这里,既没服务,也没品质可言。",0.4615,1.0,0.4,0.17142857142857143,4
82,提个小小的建议就门口那洗手液哈再兑点洗手液行吗,0.2308,1.0,0.2,0.0,4
104,"态度太差,店员跟一样,牌子就是这么砸的。",0.6923,1.0,0.6,0.2571428571428571,4
1,豆腐汤做的还行有点老字号的味道。,0.2485,0.1408,0.4,0.39999999999999997,5
2,"一家小吃店,老北京小吃,种类还是挺多的,味道也不错．",0.2178,0.3521,0.6,0.5999999999999999,5
6,"要的茄子盖饭,菜量特别大,吃饱没问题。",0.3077,0.0704,0.4,0.39999999999999997,5
7,"这里经营很多的老北京小吃,种类确实不少,价格也还可以。",0.1716,0.2817,0.4,0.39999999999999997,5
11,"稀食都没有了,晚上七点想吃的豆汁等都卖完了。",0.2769,0.0704,0.4,0.17142857142857143,5
12,一品香辣刀削牛肉面只多浇了点儿辣椒油。,0.2308,0.0704,0.2,0.08571428571428572,5
13,"油饼一个,真大,新出锅的,但咬着有些费牙。",0.6923,0.0704,0.6,0.4857142857142857,5
14,"因为那里有各种老北京风味的特色小吃,像艾窝窝,糖油饼,蜜耳朵,驴打滚等。",0.3147,0.4225,1.0,1.0,5
15,"尤其是豆汁配焦圈,豆腐脑配糖油饼,那都是咱老家儿的最爱！",0.1538,0.2113,0.4,0.39999999999999997,5
16,"其实我最爱吃墩餑餑,圆圆的厚厚的,吃到嘴有股浓浓的奶香味,很有嚼劲！",0.5641,0.0704,0.8,0.7999999999999999,5
21,"想吃牛肉面,10点以后才有,等不及。",0.2308,0.0704,0.4,0.17142857142857143,5
22,"大早上的竟然有爆肚,我给自己点了一份在家一个烧饼夹牛肉,我吃的干干净净一点没浪费。",0.7133,0.2817,0.8,0.7999999999999999,5
24,"我敢说这是全北京最差劲最难吃,最坑人的护国寺小吃。",0.4751,0.0704,0.6,0.2571428571428571,5
25,"街边脏摊的包子都不敢这么做,这是牛肉包子吗？这是大葱包子。",0.2308,0.0704,0.2,0.08571428571428572,5
26,"您别说是我嫌肉少,这不是肉少的事儿,您看看这葱切的,哪个饭馆这么做馅儿的。",0.0,0.2113,0.4,0.17142857142857143,5
27,"真给北京小吃丢脸,配不上护国寺的字号。",0.4615,0.0704,0.4,0.17142857142857143,5
28,"再不管理趁早关门,面茶又稀又油吃了犯恶心。",0.2564,0.2817,0.4,0.17142857142857143,5
29,"椒盐都是潮的,豆泡汤的豆泡颜色都不一样,明显有省的。",0.5077,0.0704,0.6,0.2571428571428571,5
31,"「驴打滚」太失望了,在我吃过的糯米制品里面,完全说不上特色。",0.4615,0.0704,0.4,0.17142857142857143,5
32,"可能冻太久,刚入口感受到皮的硬度。",0.4615,0.0704,0.4,0.17142857142857143,5
34,"黑椒牛柳盖饭牛肉咬不动,味道也不行,",0.2637,0.0704,0.4,0.17142857142857143,5
35,"隔壁家的烤串算是还可以吧,不过一串五块,肥肉比较多,",0.4793,0.0704,0.6,0.2857142857142857,5
38,"于是买了米饭炒菜,宫爆鸡丁味道还行,就是没几块肉,",0.4615,0.0704,0.4,0.2857142857142857,5
39,"土豆丝清脆爽口,最好的是豆汁,味道浓郁,解渴去火好喝。",0.6923,0.2817,0.6,0.5999999999999999,5
40,"太差了,虽然不贵,25块一份,但宫保鸡丁盖饭都是葱段和汤汁,压根没啥菜。",0.5846,0.1408,0.8,0.4571428571428572,5
