ID,sentence,REP,UNQ,DIV,EMO,ZT
7,"就在磁器口地铁口旁边,参观的时候稍一抬头就看到跟前的高楼,不太真实的感觉。",0.2,0.1429,0.2,0.04285714285714286,2
8,"3月1日重修开业,今天3月3号来实地探访～",0.0,0.1429,0.2,0.0,2
9,"门票免费,无需预约,地铁磁器口F口出来就不远了。",0.3,0.1429,0.3,0.29999999999999993,2
13,"重新修缮开放的曹雪芹故居,出了磁器口地铁就是,交通非常便利。",0.3,0.635,0.2,0.09999999999999999,2
20,大门写着曹雪芹故居纪念馆金色大字。,0.1,0.4286,0.1,0.0,2
21,地址位于崇文区磁器口十字路口的东北侧。,0.1,0.2857,0.1,0.0,2
22,也就是史料上记载的崇文门蒜市口地区曹雪芹十七间半房故居原址附近。,0.1,0.2857,0.1,0.0,2
25,"交通：地铁5号线磁器口站,出来就到了,交通特别方便。",0.2,0.4286,0.1,0.09999999999999999,2
30,"北京曹雪芹纪念馆位于海淀区四季青乡正白旗村,是曹雪芹晚年居住的地方。",0.2,0.1429,0.2,0.0,2
37,"这个曹雪芹故居从小就听说在磁器口东北角处,现在是重建的。",0.2,1.0,0.2,0.0,2
38,"院落不大,里面展出的好多是红楼梦有关的,人不多,可以预约,不预约也能进。",0.34,0.1429,0.5,0.04285714285714286,2
43,曹雪芹故居纪念馆位于磁器口十字路口东北处。,0.1,0.4286,0.1,0.0,2
48,曹雪芹故居纪念馆坐落于北京东城磁器口。,0.2,0.7143,0.1,0.0,2
49,"位于东城区磁器口附近的曹雪芹纪念馆,是当年曹父被罢官后举家进京,亲戚安排的十七间房四合院。",0.3,0.5714,0.2,0.0,2
52,"这里是唯一有史料记载有依据可查的曹雪芹故居地址,蒜市口“十七间半”。",0.1,0.4286,0.2,0.19999999999999998,2
59,"秋季闲暇之时,在磁器口附近闲逛,导航无意中,看到曹雪芹纪念馆,欣然前往。",0.1,0.1429,0.1,0.09999999999999999,2
63,"包括三进院落,占地面积约790平方米。",0.2,0.1429,0.2,0.0,2
68,"在崇文门,比较新的一个景点,地方不大。",0.12,0.1429,0.2,0.14285714285714285,2
76,从地铁磁器口站上来就看见曹雪芹故居纪念馆了。,0.1,0.2857,0.1,0.0,2
81,"交通:磁器口地铁站出来就是,非常便捷。",0.3,0.4286,0.1,0.09999999999999999,2
87,"静谧的小众博物馆,在磁器口地铁站旁边一个小角落。",0.1,0.1429,0.1,0.0,2
95,"交通:还算好找吧,广渠门内大街,地铁磁器口站,普仁医院后身。",0.1,0.1429,0.4,0.39999999999999997,2
102,这以前是别人的房子还不能随便进。,0.1,0.1429,0.1,0.04285714285714286,2
103,去了磁器口无数次才知道闹市中还有一个幽静的小院。,0.1,0.1429,0.1,0.09999999999999999,2
104,曹雪芹故居纪念馆就在地铁磁器口站的东面。,0.1,0.7143,0.1,0.0,2
105,"很简单的纪念馆,路过的可以进去看看。",0.1,0.1429,0.1,0.04285714285714286,2
107,交通:在磁器口地铁站F1出口一出来就是。,0.1,0.4286,0.1,0.0,2
6,"装修的气味还很重,一个屋子甚至熏眼睛,没法儿看就出来了。",0.1333,0.2269,0.2,0.08571428571428572,3
10,"十七间半的房子,三进的院落,不算大。",0.3,0.2269,0.3,0.04285714285714286,3
11,"五个展厅,一个艺坊,院子里有海棠,玉兰,竹子。",0.42,0.2269,0.5,0.0,3
14,"进门左手边有文创店,有卖冰箱贴什么的周边,别忘了盖戳哦～",0.3143,0.2269,0.4,0.0,3
15,"空间还是蛮大的,分好几个区域,有场景还原,也有一些互动体验。",0.2343,0.2269,0.4,0.09999999999999999,3
16,"三进四合院,最后一进的院子里可以看到相关的红楼梦周边产品。",0.2,0.2269,0.2,0.0,3
32,"石磨,水井和屋后的菜地,好一派悠闲的乡村田园风光。",0.1,0.2269,0.4,0.09999999999999999,3
33,"纪念馆是在原故居遗址重新修建的,已经没有任何遗迹可寻,就是一个现代的纪念馆。",0.2,0.2269,0.2,0.04285714285714286,3
35,"展馆看似两进院,还有一个西垮院,实则就是一进院及西跨院,最后的一进院落只有北房及东侧的小花园,北房是非参观区。",0.5,0.2269,0.5,0.0,3
40,"占地面积790平方米,建筑面积439平方米。",0.2,0.2269,0.2,0.0,3
47,"进大门左手边是半间小铺,里面经营有曹雪芹故居纪念馆文创商品。",0.1,0.2269,0.1,0.09999999999999999,3
50,"小院虽不大,却是经过巧妙设计创新型式的展览形式。",0.2,0.2269,0.2,0.14285714285714285,3
53,"但可惜的是并非完全的选址重修,而是原址附近,建筑物也已经是完全翻新的,没什么原先的痕迹了。",0.3,0.2269,0.3,0.12857142857142856,3
62,曹雪芹故居纪念馆是一个复建的仿古建筑群。,0.1,0.2269,0.1,0.0,3
78,【景色】有几个场馆地方不是很大。,0.0333,0.2269,0.1,0.0,3
