ID,sentence,REP,UNQ,DIV,EMO,ZT
13,"而且有年票,多数时间是按照大象的图形走。",0.125,1.0,0.25,0.25,1
1,"双环万寿亭在天坛公园西北,进北门比较近。",0.375,0.6,0.5,0.0,2
12,"每周末都要去天天走一圈,主要是离的近。",0.125,0.2,0.25,0.25,2
22,"双环万寿亭在天坛公园里靠西北的地方,是个进公园后不再单独收取门票的景点。",0.375,0.4,0.5,0.0,2
29,坐落在天坛公园西二门里绿树花丛之中。,0.125,0.2,0.25,0.25,2
37,"双环万寿亭,位于天坛祈年殿西侧,紧邻方胜亭,是由一对儿圆亭套合而成。",0.375,0.4,0.75,0.0,2
17,"整个双环亭双环相套,亭顶以蓝瓦黄剪边作为装饰。",0.375,0.2857,0.5,0.5,3
18,"两个重檐圆亭相互套合在一起,采用两只寿桃的形状。",0.25,0.2857,0.5,0.5,3
19,"双环亭,绝对是绝无仅有的优美建筑。",0.25,0.2857,0.5,0.5,3
20,"其实,双环亭也不只是一个亭子,还有连廊相连。",0.25,0.4286,0.5,0.25,3
21,"边上还有假山装饰,尽显皇家园林的气派和精美。",0.375,0.1429,0.75,0.7499999999999999,3
38,"亭子造型别致,色彩鲜艳,黄顶蓝瓦红木柱,绝非凡人之物。",0.625,0.2857,1.0,1.0,3
39,"这种亭子结构国内仅存一例,造型还是蛮奇特的。",0.25,0.4286,0.5,0.5,3
6,"双环万寿亭真是太美了,在天坛公园这个林木重多的地方有这么一个休息的亭子真是太好了。",0.375,0.3077,0.75,0.7499999999999999,5
14,"这次想随便走走,看到了之前没看到的亭子。",0.125,0.1538,0.25,0.0,5
15,"别说挺有意思,这样的建筑别的地方也没见过。",0.125,0.0769,0.25,0.25,5
24,"双环万寿亭寓意很好,亭子的建筑风格也很独特,在古代亭子中具有独特的价值。",0.375,0.1538,0.75,0.7499999999999999,5
25,"转天坛玩得不仔细,殊不知这里还有这样一个可爱的亭子。",0.125,0.2308,0.25,0.25,5
26,"重檐的结构,颜色特别明快,还有孔雀蓝的颜色。",0.375,0.0769,0.75,0.7499999999999999,5
27,"远处看,有点儿像大桃子,这是乾隆为其母亲祝寿所建立的双环万寿亭,俯瞰更像寿桃吧。",0.25,0.1538,0.5,0.5,5
28,"据说这张结构的亭子,在古建筑里是唯一的一例。",0.125,0.0769,0.25,0.25,5
30,亭体由两个重檐圆亭衔接连体而成。,0.125,0.0769,0.25,0.25,5
33,在双环万寿亭附近还配建有六角彩亭、百花亭、方胜亭、扇面亭及游廊等63间。,0.125,0.0769,0.25,0.25,5
34,"这些凉亭、画廊,风格各异,多彩多姿。",0.25,0.0769,0.5,0.5,5
35,双环万寿亭也是天坛公园的打卡景点。,0.125,0.2308,0.25,0.25,5
41,"在亭子里坐上一会儿,讨个吉祥如意。",0.125,0.0769,0.25,0.25,5
2,"双环亭又称凤亭,俗称双环万寿亭,原建在中南海。",0.375,0.2,0.75,0.0,7
3,"1975年,双环万寿亭迁建至天坛。",0.125,0.2667,0.25,0.0,7
4,双环亭是乾隆皇帝弘历为其母祝贺五十大寿所建。,0.5,0.4667,0.25,0.0,7
5,"双环万寿亭平面形状寓意一对寿桃,亭前台阶形若两个桃尖,取意“和合、吉祥、长寿”之意。",0.375,0.2,0.75,0.0,7
7,"北京天坛内双环万寿亭,由一对重檐圆亭套盒而成,平面形状寓意一对寿桃,取意“和合,吉祥,长寿”之意。",0.5,0.3333,0.75,0.25,7
8,"和甄嬛有关系祈年殿西边500米,有一座华丽的双环万寿亭是1975年从中南海搬过来的,是天坛里的外来户。",0.375,0.2,0.75,0.25,7
9,"双环万寿亭是由两座重檐圆亭套合而成的,结构奇特、严谨,造型端庄、匀称。",0.5,0.2,0.75,0.5,7
10,"屋面覆孔雀蓝琉璃瓦,色彩明快,是古建佳作,为国内古建仅存的一例双环亭。",0.25,0.0667,1.0,0.7499999999999999,7
11,"据传此亭是清代乾隆六年,乾隆皇帝为祝贺其生母熹贵妃五十大寿而建的。",0.125,0.4,0.5,0.0,7
16,双环亭是清乾隆皇帝弘历为祝贺母亲的五十大寿。,0.5,0.5333,0.25,0.0,7
23,"据传万寿亭是清朝乾隆年间1741年,乾隆皇帝为母亲50岁大寿建的。",0.125,0.2667,0.25,0.0,7
31,是乾隆皇帝弘历为其母亲祝贺五十大寿所建。,0.5,0.3333,0.25,0.25,7
32,该亭于1975年从中南海迁于天坛公园。,0.125,0.0667,0.25,0.25,7
36,双环万寿亭是乾隆皇帝为他母亲庆祝50大寿而建的寿亭。,0.125,0.5333,0.25,0.25,7
40,"相传双环万寿亭是乾隆皇帝为其母祝五十大寿所建,平面形状像一对寿桃,亭前台阶儿像两个桃尖,取其吉祥长寿之意。",1.0,0.5333,1.0,0.0,7
