ID,sentence,REP,UNQ,DIV,EMO,ZT
1,"1.交通公交车线路：120路、72、2、71可多车都到,在天坛西门或者天桥站下车,走两分钟就到了,极其方便",0.5,0.25,0.25,0.25,2
24,"去那边的交通很方便,环境好,下次还去！",0.5,0.25,0.75,0.7499999999999999,2
26,"交通特别的便利,可坐公交或者地铁直达。",0.5,0.25,0.5,0.5,2
27,神奇的非洲位于北京自然博物馆A区二层。,0.1667,0.25,0.25,0.0,2
2,"卫生间有四处：二楼北楼梯口女厕,人之由来厅男厕和女厕,临时展厅男女厕都有,室外检票口往南有男女公厕",1.0,1.0,1.0,0.8571428571428572,3
7,"半层有个探索角,平时不开放(孩子们上课用,得在一楼预约,免费的)",0.5,0.3333,0.75,0.35714285714285715,4
31,"疫情原因,门票和影厅票都需要在网上提前预约。",0.1667,0.3333,0.25,0.0,4
32,"周末节假日当天的票几乎不可能约到成功才能前往,现场不售票。",0.3333,0.3333,0.5,0.2142857142857143,4
4,"4.展厅共四层,地下一层：恐龙乐园,人体标本,好像在装修",0.5556,0.04,1.0,0.6071428571428572,5
5,"一层：都是恐龙标本,水族厅,临展厅",0.3889,0.04,0.75,0.46428571428571436,5
6,"二层：植物厅和非洲厅,植物动物挺好玩的,人之由来展厅,知识型挺强",0.5,0.12,0.75,0.7499999999999999,5
8,"三层：影院(,需购票,好像是20元)",0.5,0.04,0.75,0.0,5
9,陈设了古代帝王国与国之间相互友好的交流和合作,0.1667,0.04,0.25,0.25,5
10,"在马赛人的展厅里,观众可以瞭望马赛人的村庄。",0.1667,0.04,0.25,0.0,5
11,"走进马赛人的茅草屋,感受马赛人的生活气息。",0.1667,0.04,0.25,0.0,5
12,"近距离的与马赛人观望,足不出户,感受非洲。",0.3333,0.12,0.5,0.0,5
13,相信观众会在这个展览里认识一个全面真实的非洲。,0.0556,0.08,0.25,0.0,5
15,国家自然博物馆非常适合小学生在此参观。,0.1667,0.04,0.25,0.25,5
16,"除了一些标本,化石,还有神奇的非洲展厅。",0.1667,0.08,0.25,0.25,5
18,"这个展区的标本很壮观,复原了非洲草原,真是",0.3333,0.08,0.5,0.5,5
19,"专门介绍非洲的一个景点,对了解地理人文很有帮助,有这个兴趣的可以去看看",0.2222,0.04,0.5,0.5,5
20,"很有意思呀,适合来参观,领略自然风光．",0.3333,0.04,0.75,0.7499999999999999,5
21,一个非洲文化的展厅。小朋友们非常喜欢的地方。,0.3333,0.08,0.5,0.5,5
22,"就在自然博物馆里,有图片有模型,生动立体的,挺好玩儿的．",0.5,0.04,0.75,0.5,5
23,"很多非洲动物模型,也算增长见识了。",0.0556,0.04,0.25,0.25,5
25,"非常有意思展览,学习知识,丰富业余时间～",0.5,0.04,0.75,0.7499999999999999,5
28,"先看到非洲茅草屋,屋里有厨具,劈柴、火塘、床。",0.1667,0.04,0.25,0.25,5
29,有很多长颈鹿、非洲狮、斑鬣狗等非洲独有的动物标本。,0.1667,0.04,0.25,0.25,5
30,"里面的野生动物标本惟妙惟肖,生动有趣。",0.1667,0.04,0.25,0.25,5
33,"具体就不介绍了,点多面广,增长知识,开拓眼界,值得一去。",0.5556,0.04,1.0,1.0,5
34,"但……因为是标本,仿真动物,还有很多骨骼所以三岁的娃他不喜欢。",0.1667,0.04,0.25,0.10714285714285715,5
35,就没有去动物园那种很稀罕的感觉。,0.1667,0.04,0.25,0.10714285714285715,5
36,恐龙馆跟非洲馆是每个小男生都喜欢的地方,0.1667,0.04,0.25,0.25,5
3,有眼镜、打卡照片、讲解器等设备可以租赁,0.1667,0.3333,0.25,0.25,6
14,也很适合带孩子来对他们进行科普教育。,0.1667,0.3333,0.25,0.25,6
17,"是博物馆里的一个展厅,里面会有定时的免费讲解。",0.1667,0.3333,0.25,0.25,6
