ID,sentence,REP,UNQ,DIV,EMO,ZT
9,"先农坛和中国古建筑博物馆在一个地方,但实际上是两个不同的景点！",0.1111,0.6667,0.1429,0.0,2
27,先农坛历史文化展坐落在北京市先农坛公园的园内。,0.2222,0.8333,0.1429,0.0,2
28,先农坛位于北京西城区东经路21号。,0.037,0.5,0.1429,0.0,2
31,“先农坛历史文化展”坐落于北京古代建筑博物馆西院。,0.0741,0.8333,0.1429,0.0,2
61,"交通:在北京市西城区天桥街道东经路21号,跟北京古代建筑博物馆属于一个地方。只不过先有先农坛后有博物馆。",0.1704,0.6667,0.4286,0.0,2
62,距离地铁8号线天桥站D口步行850m。,0.1111,0.1667,0.1429,0.0,2
70,先农坛历史文化展坐落于先农坛西侧神厨院落内。,0.3333,1.0,0.1429,0.0,2
71,神厨建筑群占地6530平方米包括正殿、神厨、神库、井亭、宰牲亭。,0.1111,0.1667,0.1429,0.0,2
88,"先农坛历史文化展在～北京古代建筑博物馆旁边的小院里,",0.0741,0.8333,0.1429,0.0,2
97,"先农坛历史文化展,设在先农坛的西北角,神厨建筑群殿内。",0.2222,1.0,0.1429,0.0,2
99,正殿和东西配殿现在为先农坛历史文化展。,0.1111,0.1667,0.1429,0.0,2
109,展览地点在先农坛西北角的“神厨”院落。,0.2222,0.8333,0.2857,0.0,2
5,"在这样的环境下漫步,仿佛可以听到历史的呼吸,感受到古都的韵味。",0.3333,0.125,0.4286,0.5,3
43,"而且这个馆,很多东西保存得非常不错。",0.1111,0.125,0.1429,0.25,3
44,"很大,人也少,拍汉服照片应该合适哈哈。",0.3333,0.125,0.4286,0.7499999999999999,3
55,"但是,这个展厅的布置,实在是缺乏美感。",0.1111,0.125,0.1429,0.10714285714285715,3
56,"之前参观了大钟寺和白塔寺博物馆,展厅的布置都还挺具有中式的美感。",0.1111,0.125,0.1429,0.25,3
57,"但先农坛的这个,是不是该找个做展厅的团队重新设计一下。",0.1111,0.125,0.1429,0.0,3
66,"先农坛的评价关了,只能写在这儿了,也好久没来参观先农坛了,怀念在这里一个人闲逛看展,没有人打扰的环境了。",0.2222,0.125,0.2857,0.5,3
77,"安静的广场,古朴的宫殿还有几百年的古树,美轮美奂的藻井就是他的标志．",0.4444,0.125,0.5714,1.0,3
89,"馆里也不暖和,可能是因为平房,不过东西还是值得一看。",0.2222,0.125,0.2857,0.35714285714285715,3
90,院内所有建筑及围墙全部为绿琉璃瓦。,0.1111,0.125,0.1429,0.25,3
91,"内外宫门结构造形基本一致,为砖仿木拱券无梁形制。",0.2222,0.125,0.2857,0.0,3
92,"每座建筑面积120.7平方米,面阔五间16.54米,进深一间7.3米。",0.3333,0.125,0.4286,0.0,3
93,"三踩单昂磨砖斗硕,明间6攒,次间4攒,稍间1攒,山面六攒。",0.0,0.125,0.7143,0.0,3
94,连同角科、柱头科共有斗硕56攒。,0.1111,0.125,0.1429,0.0,3
95,"建筑明次间开三间拱券门,板门装九路门钉。",0.2222,0.125,0.2857,0.0,3
96,并于每座门前后中部铺设雕龙石板。,0.1111,0.125,0.1429,0.25,3
1,"在冬天的雪后,北京先农坛显得格外宁静与美丽。",0.1111,0.1429,0.1429,0.25,5
2,"大雪给这片古老的土地披上了一层洁白的外衣,使得整个先农坛都沉浸在一片纯净的氛围中。",0.2222,0.1429,0.2857,0.5,5
3,古老的建筑在雪的映衬下更显庄重与神秘。,0.1111,0.0714,0.1429,0.25,5
4,"那些历经沧桑的树木则披上了新的外衣,显得更加挺拔。",0.2222,0.0357,0.2857,0.5,5
8,"雪后的先农坛,更像是一本打开的历史书,让人在欣赏美景的同时,也能感受到古都的历史底蕴。",0.2222,0.0714,0.2857,0.5,5
10,先农坛是明清两代皇帝祭祀山川、神农等诸神的重要场所。,0.1111,0.25,0.1429,0.25,5
11,也是皇家最早在北京城南设立的仅有的一座皇家禁苑。,0.1111,0.0357,0.1429,0.25,5
12,先农坛是全国祭祀等级最高、规模最大、保存最完整的古代祭农场所。,0.5556,0.25,0.4286,0.7499999999999999,5
15,"先农坛建筑群包括,太岁殿、神厨、具服殿、庆成宫、神仓五组主要建筑,以及观耕台、先农坛、天神坛、地祈坛四座坛台．",0.3333,0.0714,0.2857,0.0,5
16,"是全国等级最高,规模最大,保存最完整的古代祭农圣地．",0.5556,0.0714,0.4286,0.7499999999999999,5
18,主要祭祀先农、五岳、五镇、四海、四渎等．,0.3333,0.25,0.1429,0.0,5
22,"浏览古朴的建筑之余,观看先农坛历史文化展,对于深入了解这一历史悠久,影响深远的坛庙和祭农文化,大有裨益．",0.2222,0.3214,0.2857,0.25,5
23,"进来后先奔这里的先农坛历史文化展,好大好宽敞的院落,正殿和东西两侧分别都有展品展出,侧面还有一个院子,里面正殿也有展出,蓝天配红墙灰瓦,漂亮,殿外房顶有一排排神兽,看见了骑凤仙人,不足为奇,因为只要是与皇家沾边,必须有．",1.0,0.1071,1.0,0.5,5
24,原来的先农坛据说和天坛差不多大。,0.1111,0.1786,0.1429,0.25,5
26,等麦收了不知好不好再种其他作物。,0.1111,0.0357,0.1429,0.0,5
32,是明清皇帝祭祀先农及亲耕耤田的场所。,0.037,0.25,0.1429,0.0,5
33,清代皇帝每年都来这里亲耕和祭拜。,0.1111,0.1429,0.1429,0.0,5
34,主体建筑有先农坛、拜殿、太岁殿、具服殿观耕台、天地神祇坛等。,0.1111,0.0714,0.1429,0.0,5
36,"明清两代帝王,即使贵为“九五之尊”,每年开春,也都要到先农坛来当一天农民。",0.037,0.0357,0.1429,0.0,5
37,"亲领文武百官,在此完成对先农的祭享。",0.0,0.0714,0.1429,0.0,5
40,"是古代农业主题的展览,和古代建筑博物馆相融一体。",0.3333,0.0357,0.2857,0.5,5
41,"虽然是农业主题,但是科技含量一点不少。",0.1111,0.0357,0.1429,0.25,5
47,"先农坛是北京市五坛之一,是明清两代皇帝祭祀农事的地方.",0.1481,0.1786,0.2857,0.0,5
48,"先农坛历史文化展,重点介绍了先农坛的发展史及历史文化背景.",0.1111,0.25,0.1429,0.0,5
50,先农坛保留了明清两代的古代建筑神库、神厨、巨服殿、观耕台、地祉坛等历史建筑及遗迹.,0.1111,0.1071,0.1429,0.25,5
52,"参观了一圈先农坛博物馆,还是挺涨知识的。",0.1111,0.0714,0.1429,0.25,5
58,"展览内容:他的里边主要是嗯,摆的都是自己历史以来的农作物的东西。",0.2222,0.0357,0.1429,0.0,5
59,展览亮点:一般都是摆放的所有的农作物之踪迹。,0.1111,0.0357,0.1429,0.0,5
60,他属于1000多年历史的农作物展览中心。,0.2222,0.0357,0.2857,0.25,5
63,"展览内容:先农坛是明清两代皇帝祭祀山川、神农等诸神的重要场所,亦是皇家最早在北京城南设立的仅有的一座皇家禁苑。",0.2222,0.3214,0.2857,0.0,5
64,"展览亮点:传说中的皇帝的一亩三分地就在这儿,只不过目前是旁边学校的操场。",0.2222,0.0714,0.2857,0.0,5
65,"离观耕台不远有一处后开辟出来的地,演示了一下。",0.2222,0.0357,0.2857,0.0,5
