ID,sentence,REP,UNQ,DIV,EMO,ZT
11,"从琉璃厂东街向东,经过杨梅竹斜街,在樱桃胡同看到的一处小公园。",0.1667,0.2632,0.1429,0.0,2
12,"原先这里是一处菜市场,现在改造成了街心花园。",0.1667,0.3947,0.1429,0.19999999999999998,2
16,"其实这算是樱桃斜街的栾树,只是没有这个定位。",0.0333,0.2632,0.1429,0.0,2
19,"7号线虎坊桥下,沿着樱桃斜街一路走,就会遇见。",0.3333,0.5263,0.2857,0.19999999999999998,2
21,"周边是八大胡同,往前是杨竹梅斜街,再往前是前门。",0.3667,0.1316,0.4286,0.0,2
30,"在附近溜达,走进来的,有一只肥猫爬上树,再跳墙上一群老太太在晒太阳．",0.5,0.1316,0.7143,0.0,2
32,"非常小的一个小花园,位于大栅栏西侧附近的小胡同之间。",0.3333,0.5263,0.2857,0.08571428571428572,2
35,"环境：逛胡同的时候偶遇的口袋公园,出于好奇心,就进去转了一圈。",0.1667,0.2632,0.1429,0.0,2
37,"如果单纯路过的话,五分钟不到就能逛完。",0.1667,0.1316,0.1429,0.08571428571428572,2
38,"亮点：这个公园联通两条胡同,在脚程上倒是省力不少。",0.3333,0.1316,0.2857,0.39999999999999997,2
41,"现在的百花园,以前就是一个自由市场。",0.1667,0.1316,0.1429,0.0,2
42,"2016年改建成公园后,成为逛琉璃厂打栅栏可以经过时,可以休息拍照打卡的一个公园。",0.3333,0.1316,0.2857,0.19999999999999998,2
45,"很小的一个公园,是附近胡同里居民休闲纳凉的好去处。",0.3333,0.1316,0.2857,0.2857142857142857,2
56,"百花园：胡同里的花园,在这一片喧闹的居民胡同区里,存在着一个闹中取静的花园。",0.1667,0.2632,0.1429,0.19999999999999998,2
57,"花园虽说不大,临走再看也就几分钟的时间就可逛完。",0.2222,0.1316,0.2857,0.08571428571428572,2
75,"找到樱桃斜街,就很容易找到百花园。",0.1667,0.6579,0.1429,0.19999999999999998,2
79,"在前门附近,闹市中心的一片净土,市民休闲的好去处。",0.6667,0.1316,0.5714,0.39999999999999997,2
82,看灯的宝藏小花园虽然紧挨着前门北京坊杨梅竹斜街这里没有客流太隐秘了。,0.2222,0.1316,0.2857,0.19999999999999998,2
86,"面积很迷你,但逛胡同顺便溜达一下这里还是挺有意思的。",0.3333,0.1316,0.2857,0.2857142857142857,2
93,"平平无奇的超小公园,已经变成核酸检测点了．",0.5,0.1316,0.4286,0.17142857142857143,2
97,"这个小小的花园在胡同深处去逛93博物馆,发现了这个小小的百花园。",0.0556,0.7895,0.1429,0.0,2
100,"隐于胡同的竹林秘地无意间发现了这里,隐藏在小巷子里的竹林秘地。",0.1667,0.2632,0.1429,0.0,2
107,"再后来就变成了胡同花园,就在我家楼下。",0.1667,0.2632,0.1429,0.0,2
109,这个花园连接着琉璃厂文化街、杨梅竹斜街、大栅栏商业街和虎坊桥等多个知名街道。,0.1667,0.3947,0.1429,0.0,2
110,但是一般人不打听还真走不到这里。,0.1667,0.2632,0.1429,0.0,2
113,"西单饭店旧址离谭鑫培故居不远,谭鑫培故居在大外廓营1号。",0.3333,0.1316,0.2857,0.0,2
114,"谭鑫培故居东行数十步,即大栅栏西街37、39号建筑,三元楼即在此。",0.3333,0.1316,0.2857,0.0,2
122,如果单独来找这个小公园可能位置不太好找．,0.1667,0.1316,0.1429,0.08571428571428572,2
